"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral"
"1996-06-10","Sri Lanka","Oman","0","3","AFC Asian Cup qualification","Tehran","Iran","TRUE"
"1996-06-11","Italy","Russia","2","1","UEFA Euro","Liverpool","England","TRUE"
"1996-06-11","Turkey","Croatia","0","1","UEFA Euro","Nottingham","England","TRUE"
"1996-06-12","Iran","Sri Lanka","7","0","AFC Asian Cup qualification","Tehran","Iran","FALSE"
"1996-06-12","Mexico","Republic of Ireland","2","2","USA Cup","East Rutherford","United States","TRUE"
"1996-06-12","Nepal","Oman","0","7","AFC Asian Cup qualification","Tehran","Iran","TRUE"
"1996-06-12","Tanzania","Sudan","0","0","Friendly","Dar es Salaam","Tanzania","FALSE"
"1996-06-12","United States","Bolivia","0","2","USA Cup","Washington","United States","FALSE"
"1996-06-13","Barbados","Trinidad and Tobago","0","4","Friendly","Bridgetown","Barbados","FALSE"
"1996-06-13","Bulgaria","Romania","1","0","UEFA Euro","Newcastle","England","TRUE"
"1996-06-13","Switzerland","Netherlands","0","2","UEFA Euro","Birmingham","England","TRUE"
"1996-06-14","Algeria","Kenya","1","0","FIFA World Cup qualification","Algiers","Algeria","FALSE"
"1996-06-14","Czech Republic","Italy","2","1","UEFA Euro","Liverpool","England","TRUE"
"1996-06-14","Iran","Oman","2","0","AFC Asian Cup qualification","Tehran","Iran","FALSE"
"1996-06-14","Kazakhstan","Qatar","1","0","AFC Asian Cup qualification","Almaty","Kazakhstan","FALSE"
"1996-06-14","Portugal","Turkey","1","0","UEFA Euro","Nottingham","England","TRUE"
"1996-06-14","Sri Lanka","Nepal","3","1","AFC Asian Cup qualification","Tehran","Iran","TRUE"
"1996-06-15","Bolivia","Republic of Ireland","0","3","USA Cup","East Rutherford","United States","TRUE"
"1996-06-15","Dominican Republic","Trinidad and Tobago","1","4","FIFA World Cup qualification","Santo Domingo","Dominican Republic","FALSE"
"1996-06-15","England","Scotland","2","0","UEFA Euro","London","England","FALSE"
"1996-06-15","France","Spain","1","1","UEFA Euro","Leeds","England","TRUE"
"1996-06-15","South Africa","Malawi","3","0","FIFA World Cup qualification","Johannesburg","South Africa","FALSE"
"1996-06-16","Senegal","Togo","1","1","FIFA World Cup qualification","Dakar","Senegal","FALSE"
"1996-06-16","Angola","Uganda","3","1","FIFA World Cup qualification","Luanda","Angola","FALSE"
"1996-06-16","Burkina Faso","Mauritania","2","0","FIFA World Cup qualification","Ouagadougou","Burkina Faso","FALSE"
"1996-06-16","DR Congo","Mauritius","2","0","FIFA World Cup qualification","Kinshasa","Zaïre","FALSE"
"1996-06-16","Croatia","Denmark","3","0","UEFA Euro","Sheffield","England","TRUE"
"1996-06-16","Gabon","Eswatini","2","0","FIFA World Cup qualification","Libreville","Gabon","FALSE"
"1996-06-16","Guinea","Guinea-Bissau","3","1","FIFA World Cup qualification","Conakry","Guinea","FALSE"
"1996-06-16","Ivory Coast","Congo","1","1","FIFA World Cup qualification","Abidjan","Ivory Coast","FALSE"
"1996-06-16","Mozambique","Namibia","1","1","FIFA World Cup qualification","Maputo","Mozambique","FALSE"
"1996-06-16","Russia","Germany","0","3","UEFA Euro","Manchester","England","TRUE"
"1996-06-16","Sierra Leone","Burundi","0","1","FIFA World Cup qualification","Freetown","Sierra Leone","FALSE"
"1996-06-16","Tunisia","Rwanda","2","0","FIFA World Cup qualification","Tunis","Tunisia","FALSE"
"1996-06-16","United States","Mexico","2","2","USA Cup","Pasadena","United States","FALSE"
"1996-06-16","Zambia","Sudan","3","0","FIFA World Cup qualification","Lusaka","Zambia","FALSE"
"1996-06-16","Zimbabwe","Madagascar","2","2","FIFA World Cup qualification","Harare","Zimbabwe","FALSE"
"1996-06-17","Ghana","Tanzania","2","1","FIFA World Cup qualification","Kumasi","Ghana","FALSE"
"1996-06-17","Oman","Nepal","2","1","AFC Asian Cup qualification","Muscat","Oman","FALSE"
