"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral"
"1985-05-05","Iraq","Qatar","2","1","FIFA World Cup qualification","Calcutta","India","TRUE"
"1985-05-05","Trinidad and Tobago","Suriname","0","1","CFU Caribbean Cup qualification","San Fernando","Trinidad and Tobago","FALSE"
"1985-05-07","Austria","Cyprus","4","0","FIFA World Cup qualification","Graz","Austria","FALSE"
"1985-05-08","Denmark","German DR","4","1","Friendly","Copenhagen","Denmark","FALSE"
"1985-05-08","Haiti","Canada","0","2","CONCACAF Championship","Port-au-Prince","Haiti","FALSE"
"1985-05-09","Argentina","Paraguay","1","1","Friendly","Buenos Aires","Argentina","FALSE"
"1985-05-10","Mauritania","Senegal","0","0","Friendly","Nouakchott","Mauritania","FALSE"
"1985-05-12","China PR","Macau","6","0","FIFA World Cup qualification","Beijing","China PR","FALSE"
"1985-05-14","Argentina","Chile","2","0","Friendly","Buenos Aires","Argentina","FALSE"
"1985-05-14","Hungary","Netherlands","0","1","FIFA World Cup qualification","Budapest","Hungary","FALSE"
"1985-05-15","Colombia","Brazil","1","0","Friendly","Bogotá","Colombia","FALSE"
"1985-05-15","Guatemala","Haiti","4","0","CONCACAF Championship","Guatemala","Guatemala","FALSE"
"1985-05-15","United States","Trinidad and Tobago","2","1","CONCACAF Championship","St. Louis","United States","FALSE"
"1985-05-18","German DR","Luxembourg","3","1","FIFA World Cup qualification","Potsdam","German DR","FALSE"
"1985-05-18","Japan","Singapore","5","0","FIFA World Cup qualification","Tokyo","Japan","FALSE"
"1985-05-19","China PR","Hong Kong","1","2","FIFA World Cup qualification","Beijing","China PR","FALSE"
"1985-05-19","Greece","Poland","1","4","FIFA World Cup qualification","Athens","Greece","FALSE"
"1985-05-19","South Korea","Malaysia","2","0","FIFA World Cup qualification","Seoul","South Korea","FALSE"
"1985-05-19","United States","Trinidad and Tobago","1","0","CONCACAF Championship","Torrance","United States","FALSE"
"1985-05-21","Chile","Brazil","2","1","Friendly","Santiago","Chile","FALSE"
