"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral"
"2006-09-20","Antigua and Barbuda","Anguilla","5","3","CFU Caribbean Cup qualification","St. John's","Antigua and Barbuda","FALSE"
"2006-09-20","Barbados","Saint Kitts and Nevis","1","1","CFU Caribbean Cup qualification","St. John's","Antigua and Barbuda","TRUE"
"2006-09-20","Dominica","Martinique","0","4","CFU Caribbean Cup qualification","Les Abymes","Guadeloupe","TRUE"
"2006-09-20","Guadeloupe","Saint Martin","1","0","CFU Caribbean Cup qualification","Les Abymes","Guadeloupe","FALSE"
"2006-09-22","Anguilla","Saint Kitts and Nevis","1","6","CFU Caribbean Cup qualification","St. John's","Antigua and Barbuda","TRUE"
"2006-09-22","Antigua and Barbuda","Barbados","1","3","CFU Caribbean Cup qualification","St. John's","Antigua and Barbuda","FALSE"
"2006-09-22","Guadeloupe","Dominica","1","0","CFU Caribbean Cup qualification","Les Abymes","Guadeloupe","FALSE"
"2006-09-22","Martinique","Saint Martin","1","0","CFU Caribbean Cup qualification","Les Abymes","Guadeloupe","TRUE"
"2006-09-24","Antigua and Barbuda","Saint Kitts and Nevis","1","0","CFU Caribbean Cup qualification","St. John's","Antigua and Barbuda","FALSE"
"2006-09-24","Barbados","Anguilla","7","1","CFU Caribbean Cup qualification","St. John's","Antigua and Barbuda","TRUE"
"2006-09-24","Dominica","Saint Martin","0","0","CFU Caribbean Cup qualification","Les Abymes","Guadeloupe","TRUE"
"2006-09-24","Guadeloupe","Martinique","4","0","CFU Caribbean Cup qualification","Les Abymes","Guadeloupe","FALSE"
"2006-09-27","Jamaica","Saint Lucia","4","0","CFU Caribbean Cup qualification","Kingston","Jamaica","FALSE"
"2006-09-27","Venezuela","Uruguay","1","0","Friendly","Maracaibo","Venezuela","FALSE"
"2006-09-27","United States Virgin Islands","Bermuda","0","6","CFU Caribbean Cup qualification","Charlotte Amalie","United States Virgin Islands","FALSE"
"2006-09-29","Bermuda","Dominican Republic","3","1","CFU Caribbean Cup qualification","Charlotte Amalie","United States Virgin Islands","TRUE"
"2006-09-29","Saint Lucia","Haiti","1","7","CFU Caribbean Cup qualification","Kingston","Jamaica","TRUE"
"2006-09-30","Tanzania","Kenya","0","0","Friendly","Dar es Salaam","Tanzania","FALSE"
"2006-10-01","Jamaica","Haiti","2","0","CFU Caribbean Cup qualification","Kingston","Jamaica","FALSE"
"2006-10-01","Libya","Sudan","1","0","Friendly","Tripoli","Libya","FALSE"
"2006-10-01","Saint Vincent and the Grenadines","Saint Lucia","8","0","CFU Caribbean Cup qualification","Kingston","Jamaica","TRUE"
"2006-10-01","United States Virgin Islands","Dominican Republic","1","6","CFU Caribbean Cup qualification","Charlotte Amalie","United States Virgin Islands","FALSE"
"2006-10-03","Botswana","Lesotho","1","0","Friendly","Gaborone","Botswana","FALSE"
"2006-10-04","Ethiopia","Eswatini","2","0","Friendly","Addis Ababa","Ethiopia","FALSE"
"2006-10-04","Iran","Iraq","2","0","Friendly","Amman","Jordan","TRUE"
"2006-10-04","Japan","Ghana","0","1","Friendly","Yokohama","Japan","FALSE"
"2006-10-06","Jordan","Iran","0","0","Friendly","Amman","Jordan","FALSE"
"2006-10-06","Liechtenstein","Austria","1","2","Friendly","Vaduz","Liechtenstein","FALSE"
"2006-10-07","Algeria","Gambia","1","0","African Cup of Nations qualification","Algiers","Algeria","FALSE"
"2006-10-07","Armenia","Finland","0","0","UEFA Euro qualification","Yerevan","Armenia","FALSE"
"2006-10-07","Australia","Paraguay","1","1","Friendly","Brisbane","Australia","FALSE"
"2006-10-07","Botswana","Egypt","0","0","African Cup of Nations qualification","Gaborone","Botswana","FALSE"
"2006-10-07","Bulgaria","Netherlands","1","1","UEFA Euro qualification","Sofia","Bulgaria","FALSE"
"2006-10-07","Burkina Faso","Senegal","1","0","African Cup of Nations qualification","Ouagadougou","Burkina Faso","FALSE"
"2006-10-07","Cameroon","Equatorial Guinea","3","0","African Cup of Nations qualification","Yaoundé","Cameroon","FALSE"
"2006-10-07","Cape Verde","Guinea","1","0","African Cup of Nations qualification","Praia","Cape Verde","FALSE"
