"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral"
"1926-09-28","Czechoslovakia","Austria","1","2","Friendly","Prague","Czechoslovakia","FALSE"
"1926-10-03","Denmark","Sweden","2","0","Nordic Championship","Copenhagen","Denmark","FALSE"
"1926-10-03","Sweden","Poland","3","1","Friendly","Stockholm","Sweden","FALSE"
"1926-10-03","Yugoslavia","Romania","2","3","Friendly","Zagreb","Yugoslavia","FALSE"
"1926-10-10","Austria","Switzerland","7","1","Friendly","Vienna","Austria","FALSE"
"1926-10-12","Chile","Bolivia","7","1","Copa América","Santiago","Chile","FALSE"
"1926-10-16","Argentina","Bolivia","5","0","Copa América","Santiago","Chile","TRUE"
"1926-10-17","Chile","Uruguay","1","3","Copa América","Santiago","Chile","FALSE"
"1926-10-20","Argentina","Paraguay","8","0","Copa América","Santiago","Chile","TRUE"
"1926-10-20","England","Northern Ireland","3","3","British Home Championship","Liverpool","England","FALSE"
"1926-10-23","Bolivia","Paraguay","1","6","Copa América","Santiago","Chile","TRUE"
"1926-10-24","Argentina","Uruguay","0","2","Copa América","Santiago","Chile","TRUE"
"1926-10-28","Bolivia","Uruguay","0","6","Copa América","Santiago","Chile","TRUE"
"1926-10-28","Czechoslovakia","Italy","3","1","Friendly","Prague","Czechoslovakia","FALSE"
"1926-10-30","Scotland","Wales","3","0","British Home Championship","Glasgow","Scotland","FALSE"
"1926-10-31","Chile","Argentina","1","1","Copa América","Santiago","Chile","FALSE"
"1926-10-31","Netherlands","Germany","2","3","Friendly","Amsterdam","Netherlands","FALSE"
"1926-11-01","Paraguay","Uruguay","1","6","Copa América","Santiago","Chile","TRUE"
"1926-11-03","Chile","Paraguay","5","1","Copa América","Santiago","Chile","FALSE"
"1926-11-06","United States","Canada","6","2","Friendly","New York","United States","FALSE"
"1926-11-07","Austria","Sweden","3","1","Friendly","Vienna","Austria","FALSE"
"1926-11-14","Hungary","Sweden","3","1","Friendly","Budapest","Hungary","FALSE"
"1926-11-20","Jamaica","Haiti","6","0","Friendly","Kingston","Jamaica","FALSE"
"1926-12-12","Germany","Switzerland","2","3","Friendly","Munich","Germany","FALSE"
"1926-12-19","Spain","Hungary","4","2","Friendly","Vigo","Spain","FALSE"
"1926-12-26","Portugal","Hungary","3","3","Friendly","Porto","Portugal","FALSE"
"1927-01-02","Belgium","Czechoslovakia","2","3","Friendly","Liège","Belgium","FALSE"
"1927-01-30","Switzerland","Italy","1","5","Friendly","Geneva","Switzerland","FALSE"
"1927-02-12","Wales","England","3","3","British Home Championship","Wrexham","Wales","FALSE"
"1927-02-20","Italy","Czechoslovakia","2","2","Friendly","Milan","Italy","FALSE"
"1927-02-26","Northern Ireland","Scotland","0","2","British Home Championship","Belfast","Northern Ireland","FALSE"
"1927-03-13","Belgium","Netherlands","2","0","Friendly","Antwerp","Belgium","FALSE"
"1927-03-16","Portugal","France","4","0","Friendly","Lisbon","Portugal","FALSE"
"1927-03-20","Austria","Czechoslovakia","1","2","Friendly","Vienna","Austria","FALSE"
"1927-04-02","Scotland","England","1","2","British Home Championship","Glasgow","Scotland","FALSE"
"1927-04-03","Belgium","Sweden","2","1","Friendly","Forest","Belgium","FALSE"
"1927-04-09","Wales","Northern Ireland","2","2","British Home Championship","Cardiff","Wales","FALSE"
"1927-04-10","Austria","Hungary","6","0","Friendly","Vienna","Austria","FALSE"
"1927-04-10","Hungary","Yugoslavia","3","0","Friendly","Budapest","Hungary","FALSE"
"1927-04-17","Italy","Portugal","3","1","Friendly","Turin","Italy","FALSE"
"1927-04-17","Spain","Switzerland","1","0","Friendly","Santander","Spain","FALSE"
"1927-04-24","Czechoslovakia","Hungary","4","1","Friendly","Prague","Czechoslovakia","FALSE"
"1927-04-24","France","Italy","3","3","Friendly","Colombes","France","FALSE"
"1927-05-01","Netherlands","Belgium","3","2","Friendly","Amsterdam","Netherlands","FALSE"
"1927-05-10","Romania","Yugoslavia","0","3","Friendly","Bucharest","Romania","FALSE"
"1927-05-11","Belgium","England","1","9","Friendly","Brussels","Belgium","FALSE"
"1927-05-15","Bulgaria","Yugoslavia","0","2","Friendly","Sofia","Bulgaria","FALSE"
"1927-05-21","Luxembourg","England","2","5","Friendly","Esch-sur-Alzette","Luxembourg","FALSE"
"1927-05-22","Austria","Belgium","4","1","Friendly","Vienna","Austria","FALSE"
"1927-05-22","France","Spain","1","4","Friendly","Colombes","France","FALSE"
"1927-05-26","Czechoslovakia","Belgium","4","0","Friendly","Prague","Czechoslovakia","FALSE"
"1927-05-26","France","England","0","6","Friendly","Colombes","France","FALSE"
"1927-05-29","Italy","Spain","2","0","Friendly","Bologna","Italy","FALSE"
"1927-05-29","Norway","Denmark","0","1","Friendly","Oslo","Norway","FALSE"
"1927-05-29","Sweden","Latvia","12","0","Friendly","Stockholm","Sweden","FALSE"
"1927-05-29","Switzerland","Austria","1","4","Friendly","Zürich","Switzerland","FALSE"
"1927-06-12","Denmark","Netherlands","1","1","Friendly","Copenhagen","Denmark","FALSE"
"1927-06-12","Hungary","France","13","1","Friendly","Budapest","Hungary","FALSE"
"1927-06-12","Sweden","Finland","6","2","Friendly","Stockholm","Sweden","FALSE"
"1927-06-15","Norway","Finland","3","1","Friendly","Oslo","Norway","FALSE"
"1927-06-16","Estonia","Latvia","4","1","Friendly","Tallinn","Estonia","FALSE"
"1927-06-19","Romania","Poland","3","3","Friendly","Bucharest","Romania","FALSE"
"1927-06-19","Sweden","Denmark","0","0","Nordic Championship","Stockholm","Sweden","FALSE"
"1927-06-25","New Zealand","Canada","2","2","Friendly","Dunedin","New Zealand","FALSE"
"1927-06-26","Norway","Sweden","3","5","Nordic Championship","Oslo","Norway","FALSE"
"1927-07-01","Sweden","Estonia","3","1","Friendly","Norrköping","Sweden","FALSE"
"1927-07-02","New Zealand","Canada","1","2","Friendly","Christchurch","New Zealand","FALSE"
"1927-07-09","New Zealand","Canada","1","0","Friendly","Wellington","New Zealand","FALSE"
"1927-07-14","Uruguay","Argentina","0","1","Copa Newton","Montevideo","Uruguay","FALSE"
"1927-07-17","Bulgaria","Turkey","3","3","Friendly","Sofia","Bulgaria","FALSE"
"1927-07-23","New Zealand","Canada","1","4","Friendly","Auckland","New Zealand","FALSE"
"1927-07-27","Latvia","Lithuania","6","3","Friendly","Riga","Latvia","FALSE"
"1927-08-10","Estonia","Finland","2","1","Friendly","Tallinn","Estonia","FALSE"
"1927-08-13","Lithuania","Estonia","0","5","Friendly","Kaunas","Lithuania","FALSE"
"1927-08-27","China PR","Japan","5","1","Friendly","Shanghai","China PR","FALSE"
"1927-08-29","Japan","Philippines","2","1","Friendly","Shanghai","China PR","TRUE"
"1927-08-30","Argentina","Uruguay","0","1","Copa Lipton","Buenos Aires","Argentina","FALSE"
"1927-08-31","China PR","Philippines","3","1","Friendly","Shanghai","China PR","FALSE"
"1927-09-04","Sweden","Belgium","7","0","Friendly","Stockholm","Sweden","FALSE"
"1927-09-11","Finland","Latvia","3","1","Friendly","Helsinki","Finland","FALSE"
