"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral"
"1973-11-15","Israel","United States","2","0","Friendly","Beer Sheva","Israel","FALSE"
"1973-11-15","Saint Lucia","Grenada","1","3","Windward Islands Tournament","Castries","Saint Lucia","FALSE"
"1973-11-16","Saint Lucia","Dominica","2","1","Windward Islands Tournament","Castries","Saint Lucia","FALSE"
"1973-11-18","Bulgaria","Cyprus","2","0","FIFA World Cup qualification","Sofia","Bulgaria","FALSE"
"1973-11-18","DR Congo","Zambia","2","1","FIFA World Cup qualification","Kinshasa","Zaïre","FALSE"
"1973-11-18","Netherlands","Belgium","0","0","FIFA World Cup qualification","Amsterdam","Netherlands","FALSE"
"1973-11-18","Turkey","Switzerland","2","0","FIFA World Cup qualification","İzmir","Turkey","FALSE"
"1973-11-19","Saint Vincent and the Grenadines","Dominica","2","2","Windward Islands Tournament","Kingstown","Saint Vincent and the Grenadines","FALSE"
"1973-11-21","France","Denmark","3","0","Friendly","Paris","France","FALSE"
"1973-11-21","Grenada","Dominica","1","1","Windward Islands Tournament","St. George's","Grenada","FALSE"
"1973-11-21","Hungary","German DR","0","1","Friendly","Budapest","Hungary","FALSE"
"1973-11-23","Saint Vincent and the Grenadines","Saint Lucia","2","0","Windward Islands Tournament","Kingstown","Saint Vincent and the Grenadines","FALSE"
"1973-11-24","Germany","Spain","2","1","Friendly","Stuttgart","Germany","FALSE"
"1973-11-25","Morocco","Zambia","2","0","FIFA World Cup qualification","Tétouan","Morocco","FALSE"
"1973-11-27","Austria","Sweden","1","2","FIFA World Cup qualification","Gelsenkirchen","Germany","TRUE"
"1973-11-27","Saint Lucia","Saint Vincent and the Grenadines","0","1","Windward Islands Tournament","Castries","Saint Lucia","FALSE"
"1973-11-29","Grenada","Saint Lucia","2","0","Windward Islands Tournament","St. George's","Grenada","FALSE"
"1973-11-29","Honduras","Trinidad and Tobago","2","1","CONCACAF Championship","Port-au-Prince","Haiti","TRUE"
"1973-11-30","Dominica","Saint Vincent and the Grenadines","0","0","Windward Islands Tournament","Roseau","Dominica","FALSE"
"1973-11-30","Guatemala","Mexico","0","0","CONCACAF Championship","Port-au-Prince","Haiti","TRUE"
"1973-12-01","Haiti","Curaçao","3","0","CONCACAF Championship","Port-au-Prince","Haiti","FALSE"
"1973-12-02","Panama","Nicaragua","2","0","Friendly","Panama City","Panama","FALSE"
"1973-12-03","Myanmar","Vietnam Republic","0","1","King's Cup","Bangkok","Thailand","TRUE"
"1973-12-03","Honduras","Mexico","1","1","CONCACAF Championship","Port-au-Prince","Haiti","TRUE"
"1973-12-04","Haiti","Trinidad and Tobago","2","1","CONCACAF Championship","Port-au-Prince","Haiti","FALSE"
"1973-12-05","Guatemala","Curaçao","2","2","CONCACAF Championship","Port-au-Prince","Haiti","TRUE"
"1973-12-07","Haiti","Honduras","1","0","CONCACAF Championship","Port-au-Prince","Haiti","FALSE"
"1973-12-08","Kenya","Uganda","2","2","Friendly","Nairobi","Kenya","FALSE"
"1973-12-08","Mexico","Curaçao","8","0","CONCACAF Championship","Port-au-Prince","Haiti","TRUE"
"1973-12-09","DR Congo","Morocco","3","0","FIFA World Cup qualification","Kinshasa","Zaïre","FALSE"
"1973-12-10","Guatemala","Trinidad and Tobago","0","1","CONCACAF Championship","Port-au-Prince","Haiti","TRUE"
"1973-12-10","Uganda","Zambia","2","0","Friendly","Nairobi","Kenya","TRUE"
"1973-12-12","Honduras","Curaçao","2","2","CONCACAF Championship","Port-au-Prince","Haiti","TRUE"
"1973-12-12","Kenya","Zambia","3","1","Friendly","Nairobi","Kenya","FALSE"
"1973-12-13","Haiti","Guatemala","2","1","CONCACAF Championship","Port-au-Prince","Haiti","FALSE"
"1973-12-14","Mexico","Trinidad and Tobago","0","4","CONCACAF Championship","Port-au-Prince","Haiti","TRUE"
"1973-12-15","Guatemala","Honduras","1","1","CONCACAF Championship","Port-au-Prince","Haiti","TRUE"
"1973-12-15","Laos","Singapore","3","2","King's Cup","Bangkok","Thailand","TRUE"
"1973-12-15","Thailand","Myanmar","2","1","King's Cup","Bangkok","Thailand","FALSE"
"1973-12-16","Cambodia","South Korea","0","5","King's Cup","Bangkok","Thailand","TRUE"
"1973-12-17","Myanmar","Singapore","6","1","King's Cup","Bangkok","Thailand","TRUE"
"1973-12-17","Curaçao","Trinidad and Tobago","0","4","CONCACAF Championship","Port-au-Prince","Haiti","TRUE"
"1973-12-17","Thailand","Laos","5","0","King's Cup","Bangkok","Thailand","FALSE"
"1973-12-18","Haiti","Mexico","0","1","CONCACAF Championship","Port-au-Prince","Haiti","FALSE"
"1973-12-18","South Korea","Malaysia","0","0","King's Cup","Bangkok","Thailand","TRUE"
"1973-12-19","Myanmar","Laos","2","1","King's Cup","Bangkok","Thailand","TRUE"
"1973-12-19","Greece","Yugoslavia","2","4","FIFA World Cup qualification","Piraeus","Greece","FALSE"
"1973-12-19","Thailand","Singapore","3","0","King's Cup","Bangkok","Thailand","FALSE"
"1973-12-20","Cambodia","Malaysia","2","3","King's Cup","Bangkok","Thailand","TRUE"
"1973-12-21","Congo","Tunisia","0","1","Friendly","Brazzaville","Congo","FALSE"
"1973-12-22","Myanmar","South Korea","0","2","King's Cup","Bangkok","Thailand","TRUE"
"1973-12-23","Thailand","Malaysia","0","1","King's Cup","Bangkok","Thailand","FALSE"
"1973-12-25","South Korea","Malaysia","2","1","King's Cup","Bangkok","Thailand","TRUE"
"1973-12-25","Thailand","Myanmar","1","0","King's Cup","Bangkok","Thailand","FALSE"
"1973-12-30","Guinea","Tunisia","0","0","Friendly","Conakry","Guinea","FALSE"
"1974-01-01","Uganda","Congo","0","2","Friendly","Kampala","Uganda","FALSE"
"1974-01-06","Mali","Tunisia","1","0","Friendly","Bamako","Mali","FALSE"
"1974-01-13","Mauritius","Malawi","4","1","Friendly","Port Louis","Mauritius","FALSE"
"1974-01-17","Mauritius","Malawi","2","1","Friendly","Port Louis","Mauritius","FALSE"
"1974-01-17","Pakistan","Iran","1","2","Friendly","Karachi","Pakistan","FALSE"
"1974-01-18","Pakistan","Turkey","2","2","Friendly","Karachi","Pakistan","FALSE"
"1974-01-20","Iran","Turkey","0","1","Friendly","Karachi","Pakistan","TRUE"
"1974-01-20","Mauritius","Malawi","2","2","Friendly","Port Louis","Mauritius","FALSE"
"1974-01-25","Panama","El Salvador","1","0","Friendly","Panama City","Panama","FALSE"
"1974-02-06","Cyprus","Bulgaria","1","4","Friendly","Morphou","Cyprus","FALSE"
"1974-02-08","Kuwait","Bulgaria","1","3","Friendly","Kuwait City","Kuwait","FALSE"
"1974-02-10","Kuwait","Bulgaria","1","2","Friendly","Kuwait City","Kuwait","FALSE"
"1974-02-12","Singapore","Japan","0","1","Friendly","Kallang","Singapore","FALSE"
"1974-02-13","Yugoslavia","Spain","1","0","FIFA World Cup qualification","Frankfurt am Main","Germany","TRUE"
"1974-02-15","Ghana","Guinea","5","2","Friendly","Accra","Ghana","FALSE"
