"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral"
"1997-06-29","Cambodia","Uzbekistan","1","4","FIFA World Cup qualification","Phnom Penh","Cambodia","FALSE"
"1997-06-29","El Salvador","United States","1","1","FIFA World Cup qualification","San Salvador","El Salvador","FALSE"
"1997-06-29","Jamaica","Cuba","3","0","Friendly","Kingston","Jamaica","FALSE"
"1997-06-29","Kazakhstan","Iraq","3","1","FIFA World Cup qualification","Almaty","Kazakhstan","FALSE"
"1997-06-29","Jersey","Frøya","4","1","Island Games","St. Clement","Jersey","FALSE"
"1997-06-29","Gibraltar","Guernsey","1","2","Island Games","Grouville","Jersey","TRUE"
"1997-06-29","Ynys Môn","Hitra","8","0","Island Games","St. Peter","Jersey","TRUE"
"1997-06-29","Shetland","Isle of Wight","0","0","Island Games","St. Peter","Jersey","TRUE"
"1997-06-30","Jersey","Greenland","2","1","Island Games","St. Peter","Jersey","FALSE"
"1997-06-30","Frøya","Guernsey","1","2","Island Games","St. Peter","Jersey","TRUE"
"1997-07-01","Ynys Môn","Shetland","4","0","Island Games","St. Clement","Jersey","TRUE"
"1997-07-01","Hitra","Isle of Wight","0","4","Island Games","Grouville","Jersey","TRUE"
"1997-07-01","Guernsey","Greenland","0","0","Island Games","St. Helier","Jersey","TRUE"
"1997-07-01","Frøya","Gibraltar","0","4","Island Games","St. Lawrence","Jersey","TRUE"
"1997-07-02","Barbados","Trinidad and Tobago","1","1","Friendly","Bridgetown","Barbados","FALSE"
"1997-07-02","Gibraltar","Greenland","5","1","Island Games","St. Lawrence","Jersey","TRUE"
"1997-07-02","Jersey","Guernsey","4","0","Island Games","St. Helier","Jersey","FALSE"
"1997-07-03","Frøya","Greenland","2","1","Island Games","Grouville","Jersey","TRUE"
"1997-07-03","Jersey","Gibraltar","3","2","Island Games","St. Helier","Jersey","FALSE"
"1997-07-03","Ynys Môn","Isle of Wight","0","0","Island Games","St. Peter","Jersey","TRUE"
"1997-07-03","Shetland","Hitra","2","1","Island Games","St. Lawrence","Jersey","TRUE"
"1997-07-03","Frøya","Hitra","4","1","Island Games","Grouville","Jersey","TRUE"
"1997-07-03","Shetland","Gibraltar","2","1","Island Games","St. Lawrence","Jersey","TRUE"
"1997-07-03","Isle of Wight","Guernsey","3","1","Island Games","St. Peter","Jersey","TRUE"
"1997-07-03","Jersey","Ynys Môn","2","1","Island Games","St. Helier","Jersey","FALSE"
"1997-07-04","Jamaica","Grenada","1","1","CFU Caribbean Cup","St. John's","Antigua and Barbuda","TRUE"
"1997-07-04","Martinique","Trinidad and Tobago","2","1","CFU Caribbean Cup","Basseterre","Saint Kitts and Nevis","TRUE"
"1997-07-05","Chile","Colombia","4","1","FIFA World Cup qualification","Santiago","Chile","FALSE"
"1997-07-05","Tanzania","Zambia","2","2","COSAFA Cup","Arusha","Tanzania","FALSE"
"1997-07-05","Tunisia","Mali","1","0","Friendly","Tunis","Tunisia","FALSE"
"1997-07-06","Australia","New Zealand","2","0","FIFA World Cup qualification","Sydney","Australia","FALSE"
"1997-07-06","Antigua and Barbuda","Grenada","1","3","CFU Caribbean Cup","St. John's","Antigua and Barbuda","FALSE"
"1997-07-06","Malawi","Botswana","0","0","Friendly","Lilongwe","Malawi","FALSE"
"1997-07-06","Paraguay","Argentina","1","2","FIFA World Cup qualification","Asunción","Paraguay","FALSE"
"1997-07-06","Peru","Bolivia","2","1","FIFA World Cup qualification","Lima","Peru","FALSE"
"1997-07-06","Saint Kitts and Nevis","Martinique","2","0","CFU Caribbean Cup","Basseterre","Saint Kitts and Nevis","FALSE"
"1997-07-06","Venezuela","Ecuador","1","1","FIFA World Cup qualification","Maracaibo","Venezuela","FALSE"
"1997-07-08","Antigua and Barbuda","Jamaica","0","2","CFU Caribbean Cup","St. John's","Antigua and Barbuda","FALSE"
"1997-07-08","Saint Kitts and Nevis","Trinidad and Tobago","0","3","CFU Caribbean Cup","Basseterre","Saint Kitts and Nevis","FALSE"
"1997-07-09","Lithuania","Estonia","2","1","Baltic Cup","Vilnius","Lithuania","FALSE"
"1997-07-10","Estonia","Latvia","1","2","Baltic Cup","Vilnius","Lithuania","TRUE"
"1997-07-10","Saint Kitts and Nevis","Grenada","2","1","CFU Caribbean Cup","Basseterre","Saint Kitts and Nevis","FALSE"
"1997-07-10","Trinidad and Tobago","Jamaica","1","1","CFU Caribbean Cup","St. John's","Antigua and Barbuda","TRUE"
"1997-07-11","Lithuania","Latvia","1","0","Baltic Cup","Vilnius","Lithuania","FALSE"
"1997-07-13","Benin","Ivory Coast","0","0","African Cup of Nations qualification","Cotonou","Benin","FALSE"
"1997-07-13","DR Congo","Tanzania","1","1","African Cup of Nations qualification","Kinshasa","DR Congo","FALSE"
"1997-07-13","Egypt","Senegal","2","0","African Cup of Nations qualification","Cairo","Egypt","FALSE"
"1997-07-13","Ethiopia","Morocco","0","1","African Cup of Nations qualification","Addis Ababa","Ethiopia","FALSE"
"1997-07-13","Gabon","Kenya","1","0","African Cup of Nations qualification","Libreville","Gabon","FALSE"
"1997-07-13","Ghana","Zimbabwe","2","1","African Cup of Nations qualification","Accra","Ghana","FALSE"
"1997-07-13","Jamaica","Grenada","4","1","CFU Caribbean Cup","St. John's","Antigua and Barbuda","TRUE"
"1997-07-13","Mauritius","Mozambique","1","3","African Cup of Nations qualification","Port Louis","Mauritius","FALSE"
"1997-07-13","Togo","Liberia","4","0","African Cup of Nations qualification","Lomé","Togo","FALSE"
"1997-07-13","Trinidad and Tobago","Saint Kitts and Nevis","4","0","CFU Caribbean Cup","St. John's","Antigua and Barbuda","TRUE"
"1997-07-13","Tunisia","Guinea","1","0","African Cup of Nations qualification","Tunis","Tunisia","FALSE"
"1997-07-20","Argentina","Venezuela","2","0","FIFA World Cup qualification","Buenos Aires","Argentina","FALSE"
"1997-07-20","Bolivia","Uruguay","1","0","FIFA World Cup qualification","La Paz","Bolivia","FALSE"
"1997-07-20","Chile","Paraguay","2","1","FIFA World Cup qualification","Santiago","Chile","FALSE"
"1997-07-20","Colombia","Ecuador","1","0","FIFA World Cup qualification","Barranquilla","Colombia","FALSE"
"1997-07-20","Iceland","Norway","0","1","Friendly","Reykjavík","Iceland","FALSE"
"1997-07-20","Mozambique","Namibia","1","1","COSAFA Cup","Maputo","Mozambique","FALSE"
"1997-07-27","Algeria","Benin","2","0","African Cup of Nations qualification","Algiers","Algeria","FALSE"
"1997-07-27","Angola","Zimbabwe","2","1","African Cup of Nations qualification","Luanda","Angola","FALSE"
"1997-07-27","Cameroon","Kenya","1","1","African Cup of Nations qualification","Yaoundé","Cameroon","FALSE"
