"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral"
"1949-06-12","Denmark","Netherlands","1","2","Friendly","Copenhagen","Denmark","FALSE"
"1949-06-12","Hungary","Italy","1","1","Central European International Cup","Budapest","Hungary","FALSE"
"1949-06-12","Republic of Ireland","Spain","1","4","Friendly","Dublin","Republic of Ireland","FALSE"
"1949-06-16","Finland","Netherlands","1","4","Friendly","Helsinki","Finland","FALSE"
"1949-06-16","Madagascar","Mauritius","1","3","Friendly","Saint-Pierre","Réunion","TRUE"
"1949-06-19","France","Spain","1","5","Friendly","Colombes","France","FALSE"
"1949-06-19","Norway","Yugoslavia","1","3","Friendly","Oslo","Norway","FALSE"
"1949-06-19","Poland","Denmark","1","2","Friendly","Warsaw","Poland","FALSE"
"1949-06-19","Sweden","Hungary","2","2","Friendly","Solna","Sweden","FALSE"
"1949-06-19","United States","Scotland","0","4","Friendly","New York","United States","FALSE"
"1949-06-26","Switzerland","Luxembourg","5","2","FIFA World Cup qualification","Zürich","Switzerland","FALSE"
"1949-07-01","Martinique","Trinidad and Tobago","2","0","Friendly","Fort-de-France","Martinique","FALSE"
"1949-07-08","Finland","Norway","1","1","Nordic Championship","Helsinki","Finland","FALSE"
"1949-07-10","Hungary","Poland","8","2","Friendly","Debrecen","Hungary","FALSE"
"1949-07-30","Curaçao","Aruba","3","0","Friendly","Willemstad","Curaçao","FALSE"
"1949-07-30","Israel","Cyprus","3","1","Friendly","Tel Aviv","Israel","FALSE"
"1949-08-03","El Salvador","Panama","3","1","Friendly","San Salvador","El Salvador","FALSE"
"1949-08-04","El Salvador","Panama","2","3","Friendly","San Salvador","El Salvador","FALSE"
"1949-08-07","Denmark","Iceland","5","1","Friendly","Aarhus","Denmark","FALSE"
"1949-08-14","Suriname","French Guiana","5","0","Friendly","Paramaribo","Suriname","FALSE"
"1949-08-19","Suriname","French Guiana","2","1","Friendly","Paramaribo","Suriname","FALSE"
"1949-08-21","Yugoslavia","Israel","6","0","FIFA World Cup qualification","Belgrade","Yugoslavia","FALSE"
"1949-09-04","Czechoslovakia","Bulgaria","1","3","Friendly","Prague","Czechoslovakia","FALSE"
"1949-09-04","Mexico","United States","6","0","NAFC Championship","Mexico City","Mexico","FALSE"
"1949-09-08","Republic of Ireland","Finland","3","0","FIFA World Cup qualification","Dublin","Republic of Ireland","FALSE"
"1949-09-11","Denmark","Finland","0","2","Nordic Championship","Copenhagen","Denmark","FALSE"
"1949-09-11","Mexico","Cuba","2","0","NAFC Championship","Mexico City","Mexico","FALSE"
"1949-09-11","Norway","Denmark","0","2","Nordic Championship","Oslo","Norway","FALSE"
"1949-09-14","Cuba","United States","1","1","NAFC Championship","Mexico City","Mexico","TRUE"
"1949-09-18","Israel","Yugoslavia","2","5","FIFA World Cup qualification","Tel Aviv","Israel","FALSE"
"1949-09-18","Luxembourg","Switzerland","2","3","FIFA World Cup qualification","Luxembourg","Luxembourg","FALSE"
"1949-09-18","Mexico","United States","6","2","FIFA World Cup qualification","Mexico City","Mexico","FALSE"
"1949-09-21","England","Republic of Ireland","0","2","Friendly","Liverpool","England","FALSE"
"1949-09-21","United States","Cuba","5","2","FIFA World Cup qualification","Mexico City","Mexico","TRUE"
"1949-09-25","Austria","Czechoslovakia","3","1","Central European International Cup","Vienna","Austria","FALSE"
"1949-09-25","Mexico","Cuba","3","0","FIFA World Cup qualification","Mexico City","Mexico","FALSE"
"1949-10-01","Northern Ireland","Scotland","2","8","FIFA World Cup qualification","Belfast","Northern Ireland","FALSE"
"1949-10-02","Belgium","Switzerland","3","0","Friendly","Brussels","Belgium","FALSE"
"1949-10-02","Poland","Bulgaria","3","2","Friendly","Warsaw","Poland","FALSE"
"1949-10-02","Sweden","Finland","8","1","Nordic Championship","Malmö","Sweden","FALSE"
"1949-10-02","Sweden","Norway","3","3","Nordic Championship","Solna","Sweden","FALSE"
"1949-10-07","Réunion","Mauritius","0","6","Friendly","Saint-Pierre","Réunion","FALSE"
"1949-10-08","Sierra Leone","Nigeria","0","2","Friendly","Freetown","Sierra Leone","FALSE"
"1949-10-09","Finland","Republic of Ireland","1","1","FIFA World Cup qualification","Helsinki","Finland","FALSE"
"1949-10-09","Yugoslavia","France","1","1","FIFA World Cup qualification","Belgrade","Yugoslavia","FALSE"
"1949-10-10","Réunion","Madagascar","1","3","Friendly","Saint-Pierre","Réunion","FALSE"
"1949-10-15","Wales","England","1","4","FIFA World Cup qualification","Cardiff","Wales","FALSE"
"1949-10-16","Austria","Hungary","3","4","Friendly","Vienna","Austria","FALSE"
"1949-10-23","Denmark","Sweden","3","2","Nordic Championship","Copenhagen","Denmark","FALSE"
"1949-10-23","Lithuania","Estonia","2","1","Baltic Cup","Vilnius","Soviet Union","FALSE"
"1949-10-23","Romania","Albania","1","1","Friendly","Bucharest","Romania","FALSE"
"1949-10-24","Latvia","Estonia","2","1","Baltic Cup","Vilnius","Soviet Union","TRUE"
"1949-10-25","Lithuania","Latvia","1","0","Baltic Cup","Vilnius","Soviet Union","FALSE"
"1949-10-30","Czechoslovakia","Poland","2","0","Friendly","Ostrava","Czechoslovakia","FALSE"
"1949-10-30","France","Yugoslavia","1","1","FIFA World Cup qualification","Colombes","France","FALSE"
"1949-10-30","Hungary","Bulgaria","5","0","Friendly","Budapest","Hungary","FALSE"
"1949-11-06","Netherlands","Belgium","0","1","Friendly","Rotterdam","Netherlands","FALSE"
"1949-11-06","Poland","Albania","2","1","Friendly","Warsaw","Poland","FALSE"
"1949-11-09","Scotland","Wales","2","0","FIFA World Cup qualification","Glasgow","Scotland","FALSE"
"1949-11-13","France","Czechoslovakia","1","0","Friendly","Colombes","France","FALSE"
"1949-11-13","Republic of Ireland","Sweden","1","3","FIFA World Cup qualification","Dublin","Republic of Ireland","FALSE"
"1949-11-13","Yugoslavia","Austria","2","5","Friendly","Belgrade","Yugoslavia","FALSE"
"1949-11-16","England","Northern Ireland","9","2","FIFA World Cup qualification","Manchester","England","FALSE"
"1949-11-17","Bulgaria","Albania","0","0","Friendly","Sofia","Bulgaria","FALSE"
