"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral"
"1993-05-03","United Arab Emirates","Bangladesh","7","0","FIFA World Cup qualification","Al Ain","United Arab Emirates","FALSE"
"1993-05-05","Bangladesh","Thailand","1","4","FIFA World Cup qualification","Dubai","United Arab Emirates","TRUE"
"1993-05-05","Kuwait","Saudi Arabia","0","0","FIFA World Cup qualification","Kuala Lumpur","Malaysia","TRUE"
"1993-05-05","Malaysia","Macau","9","0","FIFA World Cup qualification","Kuala Lumpur","Malaysia","FALSE"
"1993-05-05","Sri Lanka","Japan","0","6","FIFA World Cup qualification","Dubai","United Arab Emirates","TRUE"
"1993-05-07","Bangladesh","Sri Lanka","3","0","FIFA World Cup qualification","Dubai","United Arab Emirates","TRUE"
"1993-05-07","Hong Kong","Bahrain","2","1","FIFA World Cup qualification","Beirut","Lebanon","TRUE"
"1993-05-07","Lebanon","India","2","2","FIFA World Cup qualification","Beirut","Lebanon","FALSE"
"1993-05-07","United Arab Emirates","Japan","1","1","FIFA World Cup qualification","Al Ain","United Arab Emirates","FALSE"
"1993-05-08","United States","Colombia","1","2","Friendly","Miami","United States","FALSE"
"1993-05-09","Bahrain","South Korea","0","0","FIFA World Cup qualification","Beirut","Lebanon","TRUE"
"1993-05-09","Canada","Mexico","1","2","FIFA World Cup qualification","Toronto","Canada","FALSE"
"1993-05-09","El Salvador","Honduras","2","1","FIFA World Cup qualification","San Salvador","El Salvador","FALSE"
"1993-05-09","Lebanon","Hong Kong","2","2","FIFA World Cup qualification","Beirut","Lebanon","FALSE"
"1993-05-11","India","Hong Kong","1","2","FIFA World Cup qualification","Beirut","Lebanon","TRUE"
"1993-05-11","Lebanon","South Korea","0","1","FIFA World Cup qualification","Beirut","Lebanon","FALSE"
"1993-05-12","Bulgaria","Israel","2","2","FIFA World Cup qualification","Sofia","Bulgaria","FALSE"
"1993-05-12","Estonia","Malta","0","1","FIFA World Cup qualification","Tallinn","Estonia","FALSE"
"1993-05-13","Finland","Austria","3","1","FIFA World Cup qualification","Turku","Finland","FALSE"
"1993-05-13","India","South Korea","0","3","FIFA World Cup qualification","Beirut","Lebanon","TRUE"
"1993-05-13","Lebanon","Bahrain","0","0","FIFA World Cup qualification","Beirut","Lebanon","FALSE"
"1993-05-14","Kuwait","Malaysia","2","0","FIFA World Cup qualification","Taif","Saudi Arabia","TRUE"
"1993-05-14","Saudi Arabia","Macau","8","0","FIFA World Cup qualification","Taif","Saudi Arabia","FALSE"
"1993-05-15","Bahrain","India","2","1","FIFA World Cup qualification","Beirut","Lebanon","TRUE"
"1993-05-15","Hong Kong","South Korea","0","3","FIFA World Cup qualification","Beirut","Lebanon","TRUE"
"1993-05-15","Latvia","Albania","0","0","FIFA World Cup qualification","Riga","Latvia","FALSE"
"1993-05-16","Kuwait","Macau","8","0","FIFA World Cup qualification","Taif","Saudi Arabia","TRUE"
"1993-05-16","Saudi Arabia","Malaysia","3","0","FIFA World Cup qualification","Taif","Saudi Arabia","FALSE"
"1993-05-18","Lithuania","Ukraine","1","2","Friendly","Vilnius","Lithuania","FALSE"
"1993-05-18","Macau","Malaysia","0","5","FIFA World Cup qualification","Taif","Saudi Arabia","TRUE"
"1993-05-18","Saudi Arabia","Kuwait","2","0","FIFA World Cup qualification","Taif","Saudi Arabia","FALSE"
"1993-05-19","Estonia","Scotland","0","3","FIFA World Cup qualification","Tallinn","Estonia","FALSE"
"1993-05-19","San Marino","Poland","0","3","FIFA World Cup qualification","Serravalle","San Marino","FALSE"
"1993-05-19","Sweden","Austria","1","0","FIFA World Cup qualification","Solna","Sweden","FALSE"
"1993-05-20","Guadeloupe","Réunion","0","3","Friendly","Créteil","France","TRUE"
"1993-05-20","Luxembourg","Iceland","1","1","FIFA World Cup qualification","Luxembourg","Luxembourg","FALSE"
"1993-05-20","Zambia","Malawi","1","1","Friendly","Lusaka","Zambia","FALSE"
"1993-05-21","Colombia","Venezuela","1","1","Friendly","Bogotá","Colombia","FALSE"
"1993-05-21","Jamaica","Saint Kitts and Nevis","4","1","CFU Caribbean Cup","Kingston","Jamaica","FALSE"
"1993-05-21","Martinique","Saint Lucia","2","0","CFU Caribbean Cup","Montego Bay","Jamaica","TRUE"
"1993-05-21","Puerto Rico","Sint Maarten","3","0","CFU Caribbean Cup","Kingston","Jamaica","TRUE"
"1993-05-22","Belgium","Faroe Islands","3","0","FIFA World Cup qualification","Brussels","Belgium","FALSE"
"1993-05-22","Burkina Faso","Guadeloupe","2","0","Friendly","Créteil","France","TRUE"
"1993-05-22","Jordan","Yemen","1","1","FIFA World Cup qualification","Irbid","Jordan","FALSE"
"1993-05-22","New Zealand","Fiji","2","0","Friendly","Napier","New Zealand","FALSE"
"1993-05-22","Pakistan","China PR","0","5","FIFA World Cup qualification","Irbid","Jordan","TRUE"
"1993-05-22","Zambia","Malawi","0","1","Friendly","Lusaka","Zambia","FALSE"
"1993-05-23","Jamaica","Sint Maarten","2","0","CFU Caribbean Cup","Kingston","Jamaica","FALSE"
"1993-05-23","Russia","Greece","1","1","FIFA World Cup qualification","Moscow","Russia","FALSE"
"1993-05-23","Saint Kitts and Nevis","Puerto Rico","1","0","CFU Caribbean Cup","Kingston","Jamaica","TRUE"
"1993-05-23","Trinidad and Tobago","Saint Lucia","1","1","CFU Caribbean Cup","Montego Bay","Jamaica","TRUE"
"1993-05-23","United States","Bolivia","0","0","Friendly","Fullerton","United States","FALSE"
"1993-05-24","Jordan","Iraq","1","1","FIFA World Cup qualification","Irbid","Jordan","FALSE"
"1993-05-24","New Zealand","Fiji","5","0","Friendly","Palmerston North","New Zealand","FALSE"
"1993-05-24","Yemen","Pakistan","5","1","FIFA World Cup qualification","Irbid","Jordan","TRUE"
"1993-05-24","Zambia","Malawi","4","2","Friendly","Lusaka","Zambia","FALSE"
"1993-05-25","Azerbaijan","Georgia","1","0","Friendly","Gəncə","Azerbaijan","FALSE"
"1993-05-25","Jamaica","Puerto Rico","1","0","CFU Caribbean Cup","Kingston","Jamaica","FALSE"
"1993-05-25","Lithuania","Northern Ireland","0","1","FIFA World Cup qualification","Vilnius","Lithuania","FALSE"
"1993-05-25","Martinique","Trinidad and Tobago","3","2","CFU Caribbean Cup","Montego Bay","Jamaica","TRUE"
"1993-05-25","Saint Kitts and Nevis","Sint Maarten","2","2","CFU Caribbean Cup","Kingston","Jamaica","TRUE"
"1993-05-25","Saint Vincent and the Grenadines","Saint Lucia","4","1","CFU Caribbean Cup","Montego Bay","Jamaica","TRUE"
"1993-05-26","Albania","Republic of Ireland","1","2","FIFA World Cup qualification","Tirana","Albania","FALSE"
"1993-05-26","Ethiopia","Sudan","1","1","Friendly","Addis Ababa","Ethiopia","FALSE"
"1993-05-26","Jordan","China PR","0","3","FIFA World Cup qualification","Irbid","Jordan","FALSE"
"1993-05-26","United States","Peru","0","0","Friendly","Mission Viejo","United States","FALSE"
"1993-05-26","Yemen","Iraq","1","6","FIFA World Cup qualification","Irbid","Jordan","TRUE"
"1993-05-27","Bolivia","Paraguay","2","1","Copa Paz del Chaco","Cochabamba","Bolivia","FALSE"
"1993-05-28","Jamaica","Trinidad and Tobago","3","0","CFU Caribbean Cup","Kingston","Jamaica","FALSE"
"1993-05-28","Martinique","Saint Kitts and Nevis","1","1","CFU Caribbean Cup","Montego Bay","Jamaica","TRUE"
"1993-05-28","Pakistan","Iraq","0","8","FIFA World Cup qualification","Irbid","Jordan","TRUE"
"1993-05-28","Yemen","China PR","1","0","FIFA World Cup qualification","Irbid","Jordan","TRUE"
"1993-05-29","Republic of Ireland","Hungary","2","4","Friendly","Dublin","Republic of Ireland","FALSE"
"1993-05-29","Poland","England","1","1","FIFA World Cup qualification","Chorzów","Poland","FALSE"
"1993-05-30","Chile","Colombia","1","1","Friendly","Santiago","Chile","FALSE"
"1993-05-30","Ecuador","Peru","1","0","Friendly","Quito","Ecuador","FALSE"
"1993-05-30","Iraq","China PR","1","0","FIFA World Cup qualification","Irbid","Jordan","TRUE"
"1993-05-30","Jamaica","Martinique","0","0","CFU Caribbean Cup","Kingston","Jamaica","FALSE"
"1993-05-30","Jordan","Pakistan","3","1","FIFA World Cup qualification","Irbid","Jordan","FALSE"
"1993-05-30","New Zealand","Australia","0","1","FIFA World Cup qualification","Auckland","New Zealand","FALSE"
"1993-05-30","Trinidad and Tobago","Saint Kitts and Nevis","3","2","CFU Caribbean Cup","Kingston","Jamaica","TRUE"
"1993-06-02","Czech Republic","Romania","5","2","FIFA World Cup qualification","Košice","Slovakia","TRUE"
"1993-06-02","Denmark","Albania","4","0","FIFA World Cup qualification","Copenhagen","Denmark","FALSE"
"1993-06-02","Iceland","Russia","1","1","FIFA World Cup qualification","Reykjavík","Iceland","FALSE"
"1993-06-02","Latvia","Northern Ireland","1","2","FIFA World Cup qualification","Riga","Latvia","FALSE"
"1993-06-02","Lithuania","Spain","0","2","FIFA World Cup qualification","Vilnius","Lithuania","FALSE"
"1993-06-02","Norway","England","2","0","FIFA World Cup qualification","Oslo","Norway","FALSE"
"1993-06-02","Scotland","Estonia","3","1","FIFA World Cup qualification","Aberdeen","Scotland","FALSE"
"1993-06-02","Sweden","Israel","5","0","FIFA World Cup qualification","Solna","Sweden","FALSE"
"1993-06-02","Turkmenistan","Tajikistan","6","0","Friendly","Ashgabat","Turkmenistan","FALSE"
"1993-06-05","Bahrain","Lebanon","0","0","FIFA World Cup qualification","Seoul","South Korea","TRUE"
"1993-06-05","South Korea","Hong Kong","4","1","FIFA World Cup qualification","Seoul","South Korea","FALSE"
"1993-06-06","Australia","New Zealand","3","0","FIFA World Cup qualification","Melbourne","Australia","FALSE"
"1993-06-06","Azerbaijan","Tajikistan","2","0","Friendly","Tehran","Iran","TRUE"
"1993-06-06","Colombia","Chile","1","0","Friendly","Bogotá","Colombia","FALSE"
"1993-06-06","Faroe Islands","Wales","0","3","FIFA World Cup qualification","Toftir","Faroe Islands","FALSE"
"1993-06-06","Iran","Pakistan","5","0","Friendly","Tehran","Iran","FALSE"
"1993-06-06","Peru","Bolivia","1","0","Friendly","Lima","Peru","FALSE"
"1993-06-06","United States","Brazil","0","2","USA Cup","New Haven","United States","FALSE"
"1993-06-07","Azerbaijan","Kyrgyzstan","3","2","Friendly","Tehran","Iran","TRUE"
"1993-06-07","India","Bahrain","0","3","FIFA World Cup qualification","Seoul","South Korea","TRUE"
"1993-06-07","South Korea","Lebanon","2","0","FIFA World Cup qualification","Seoul","South Korea","FALSE"
"1993-06-07","Pakistan","Turkmenistan","0","4","Friendly","Tehran","Iran","TRUE"
"1993-06-08","Iran","Turkmenistan","2","1","Friendly","Tehran","Iran","FALSE"
"1993-06-08","Kyrgyzstan","Tajikistan","1","1","Friendly","Tehran","Iran","TRUE"
"1993-06-09","Ecuador","Chile","1","2","Friendly","Quito","Ecuador","FALSE"
"1993-06-09","Hong Kong","Lebanon","1","2","FIFA World Cup qualification","Seoul","South Korea","TRUE"
"1993-06-09","South Korea","India","7","0","FIFA World Cup qualification","Seoul","South Korea","FALSE"
"1993-06-09","Latvia","Republic of Ireland","0","2","FIFA World Cup qualification","Riga","Latvia","FALSE"
"1993-06-09","Netherlands","Norway","0","0","FIFA World Cup qualification","Rotterdam","Netherlands","FALSE"
"1993-06-09","United States","England","2","0","USA Cup","Foxborough","United States","FALSE"
"1993-06-10","Brazil","Germany","3","3","USA Cup","Washington","United States","TRUE"
"1993-06-10","Mexico","Paraguay","3","1","Friendly","Mexico City","Mexico","FALSE"
"1993-06-11","Bahrain","Hong Kong","3","0","FIFA World Cup qualification","Seoul","South Korea","TRUE"
"1993-06-11","India","Lebanon","1","2","FIFA World Cup qualification","Seoul","South Korea","TRUE"
"1993-06-11","South Korea","Romania","2","2","Korea Cup","Seoul","South Korea","FALSE"
"1993-06-11","Martinique","Trinidad and Tobago","1","1","Friendly","Fort-de-France","Martinique","FALSE"
"1993-06-11","Peru","Venezuela","3","1","Friendly","Arequipa","Peru","FALSE"
"1993-06-12","China PR","Pakistan","3","0","FIFA World Cup qualification","Chengdu","China PR","FALSE"
"1993-06-12","Yemen","Jordan","1","1","FIFA World Cup qualification","Chengdu","China PR","TRUE"
"1993-06-13","Bolivia","Chile","1","3","Friendly","La Paz","Bolivia","FALSE"
"1993-06-13","Brazil","England","1","1","USA Cup","Washington","United States","TRUE"
