"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral"
"1989-08-13","DR Congo","Zambia","1","0","FIFA World Cup qualification","Kinshasa","Zaïre","FALSE"
"1989-08-13","El Salvador","Trinidad and Tobago","0","0","CONCACAF Championship","Tegucigalpa","Honduras","TRUE"
"1989-08-13","Ivory Coast","Zimbabwe","5","0","FIFA World Cup qualification","Abidjan","Ivory Coast","FALSE"
"1989-08-13","Morocco","Tunisia","0","0","FIFA World Cup qualification","Casablanca","Morocco","FALSE"
"1989-08-13","United States","South Korea","1","2","Friendly","Los Angeles","United States","FALSE"
"1989-08-16","Sweden","France","2","4","Friendly","Malmö","Sweden","FALSE"
"1989-08-20","Bolivia","Peru","2","1","FIFA World Cup qualification","La Paz","Bolivia","FALSE"
"1989-08-20","Brazil","Venezuela","6","0","FIFA World Cup qualification","São Paulo","Brazil","FALSE"
"1989-08-20","Colombia","Ecuador","2","0","FIFA World Cup qualification","Barranquilla","Colombia","FALSE"
"1989-08-20","Guatemala","Trinidad and Tobago","0","1","CONCACAF Championship","Guatemala","Guatemala","FALSE"
"1989-08-23","Austria","Iceland","2","1","FIFA World Cup qualification","Salzburg","Austria","FALSE"
"1989-08-23","Belgium","Denmark","3","0","Friendly","Bruges","Belgium","FALSE"
"1989-08-23","Finland","Yugoslavia","2","2","Friendly","Kuopio","Finland","FALSE"
"1989-08-23","German DR","Bulgaria","1","1","Friendly","Erfurt","German DR","FALSE"
"1989-08-23","Norway","Greece","0","0","Friendly","Oslo","Norway","FALSE"
"1989-08-23","Poland","Russia","1","1","Friendly","Lubin","Poland","FALSE"
"1989-08-25","Algeria","Ivory Coast","1","0","FIFA World Cup qualification","Annaba","Algeria","FALSE"
"1989-08-26","Egypt","Kenya","2","0","FIFA World Cup qualification","Cairo","Egypt","FALSE"
"1989-08-26","Malawi","Liberia","0","0","FIFA World Cup qualification","Lilongwe","Malawi","FALSE"
"1989-08-27","Cameroon","Nigeria","1","0","FIFA World Cup qualification","Yaoundé","Cameroon","FALSE"
"1989-08-27","Chile","Venezuela","5","0","FIFA World Cup qualification","Mendoza","Argentina","TRUE"
"1989-08-27","Gabon","Angola","1","0","FIFA World Cup qualification","Libreville","Gabon","FALSE"
"1989-08-27","Morocco","DR Congo","1","1","FIFA World Cup qualification","Kenitra","Morocco","FALSE"
"1989-08-27","Paraguay","Colombia","2","1","FIFA World Cup qualification","Asunción","Paraguay","FALSE"
"1989-08-27","Peru","Uruguay","0","2","FIFA World Cup qualification","Lima","Peru","FALSE"
"1989-08-27","Tunisia","Zambia","1","0","FIFA World Cup qualification","Tunis","Tunisia","FALSE"
"1989-08-31","Portugal","Romania","0","0","Friendly","Setúbal","Portugal","FALSE"
"1989-09-01","Trinidad and Tobago","Panama","2","0","Friendly","Port of Spain","Trinidad and Tobago","FALSE"
"1989-09-03","Bolivia","Uruguay","2","1","FIFA World Cup qualification","La Paz","Bolivia","FALSE"
"1989-09-03","Brazil","Chile","1","0","FIFA World Cup qualification","Rio de Janeiro","Brazil","FALSE"
"1989-09-03","Ecuador","Colombia","0","0","FIFA World Cup qualification","Guayaquil","Ecuador","FALSE"
"1989-09-03","Trinidad and Tobago","Guatemala","2","1","CONCACAF Championship","Port of Spain","Trinidad and Tobago","FALSE"
"1989-09-05","Czechoslovakia","Romania","2","0","Friendly","Nitra","Czechoslovakia","FALSE"
"1989-09-05","Norway","France","1","1","FIFA World Cup qualification","Oslo","Norway","FALSE"
"1989-09-05","Poland","Greece","3","0","Friendly","Warsaw","Poland","FALSE"
"1989-09-06","Austria","Russia","0","0","FIFA World Cup qualification","Vienna","Austria","FALSE"
"1989-09-06","Belgium","Portugal","3","0","FIFA World Cup qualification","Brussels","Belgium","FALSE"
"1989-09-06","Finland","Wales","1","0","FIFA World Cup qualification","Helsinki","Finland","FALSE"
"1989-09-06","Iceland","German DR","0","3","FIFA World Cup qualification","Reykjavík","Iceland","FALSE"
"1989-09-06","Republic of Ireland","Germany","1","1","Friendly","Dublin","Republic of Ireland","FALSE"
"1989-09-06","Netherlands","Denmark","2","2","Friendly","Amsterdam","Netherlands","FALSE"
"1989-09-06","Northern Ireland","Hungary","1","2","FIFA World Cup qualification","Belfast","Northern Ireland","FALSE"
"1989-09-06","Sweden","England","0","0","FIFA World Cup qualification","Solna","Sweden","FALSE"
"1989-09-06","Yugoslavia","Scotland","3","1","FIFA World Cup qualification","Zagreb","Yugoslavia","FALSE"
"1989-09-10","Paraguay","Ecuador","2","1","FIFA World Cup qualification","Asunción","Paraguay","FALSE"
"1989-09-10","Peru","Bolivia","1","2","FIFA World Cup qualification","Lima","Peru","FALSE"
"1989-09-16","South Korea","Egypt","0","1","Friendly","Seoul","South Korea","FALSE"
"1989-09-17","Colombia","Paraguay","2","1","FIFA World Cup qualification","Barranquilla","Colombia","FALSE"
"1989-09-17","El Salvador","United States","0","1","CONCACAF Championship","Tegucigalpa","Honduras","TRUE"
"1989-09-17","Uruguay","Bolivia","2","0","FIFA World Cup qualification","Montevideo","Uruguay","FALSE"
"1989-09-20","Iceland","Turkey","2","1","FIFA World Cup qualification","Reykjavík","Iceland","FALSE"
"1989-09-20","Italy","Bulgaria","4","0","Friendly","Cesena","Italy","FALSE"
