"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral"
"2004-06-09","Thailand","North Korea","1","4","FIFA World Cup qualification","Bangkok","Thailand","FALSE"
"2004-06-09","United Arab Emirates","Yemen","3","0","FIFA World Cup qualification","Al Ain","United Arab Emirates","FALSE"
"2004-06-09","Uzbekistan","Palestine","3","0","FIFA World Cup qualification","Tashkent","Uzbekistan","FALSE"
"2004-06-10","Syria","Tajikistan","2","1","FIFA World Cup qualification","Homs","Syria","FALSE"
"2004-06-11","Estonia","North Macedonia","2","4","Friendly","Tallinn","Estonia","FALSE"
"2004-06-12","Cuba","Costa Rica","2","2","FIFA World Cup qualification","Havana","Cuba","FALSE"
"2004-06-12","Curaçao","Honduras","1","2","FIFA World Cup qualification","Willemstad","Netherlands Antilles","TRUE"
"2004-06-12","Haiti","Jamaica","1","1","FIFA World Cup qualification","Miami","United States","TRUE"
"2004-06-12","Portugal","Greece","1","2","UEFA Euro","Porto","Portugal","FALSE"
"2004-06-12","Spain","Russia","1","0","UEFA Euro","Faro","Portugal","TRUE"
"2004-06-12","Suriname","Guatemala","1","1","FIFA World Cup qualification","Paramaribo","Suriname","FALSE"
"2004-06-13","Barbados","Saint Kitts and Nevis","0","2","FIFA World Cup qualification","Bridgetown","Barbados","FALSE"
"2004-06-13","Burkina Faso","Benin","4","2","Friendly","Ouagadougou","Burkina Faso","FALSE"
"2004-06-13","Canada","Belize","4","0","FIFA World Cup qualification","Kingston","Canada","FALSE"
"2004-06-13","Cape Verde","Senegal","1","3","Friendly","Praia","Cape Verde","FALSE"
"2004-06-13","Dominican Republic","Trinidad and Tobago","0","2","FIFA World Cup qualification","Santo Domingo","Dominican Republic","FALSE"
"2004-06-13","El Salvador","Bermuda","2","1","FIFA World Cup qualification","San Salvador","El Salvador","FALSE"
"2004-06-13","France","England","2","1","UEFA Euro","Lisbon","Portugal","TRUE"
"2004-06-13","Mozambique","Malawi","2","0","COSAFA Cup","Maputo","Mozambique","FALSE"
"2004-06-13","Panama","Saint Lucia","4","0","FIFA World Cup qualification","Panama City","Panama","FALSE"
"2004-06-13","Switzerland","Croatia","0","0","UEFA Euro","Leiria","Portugal","TRUE"
"2004-06-13","United States","Grenada","3","0","FIFA World Cup qualification","Columbus","United States","FALSE"
"2004-06-13","Nicaragua","Saint Vincent and the Grenadines","2","2","FIFA World Cup qualification","Diriamba","Nicaragua","FALSE"
"2004-06-14","Denmark","Italy","0","0","UEFA Euro","Guimarães","Portugal","TRUE"
"2004-06-14","Ghana","Togo","0","0","Friendly","Kumasi","Ghana","FALSE"
"2004-06-14","Sweden","Bulgaria","5","0","UEFA Euro","Lisbon","Portugal","TRUE"
"2004-06-15","Czech Republic","Latvia","2","1","UEFA Euro","Aveiro","Portugal","TRUE"
"2004-06-15","Germany","Netherlands","1","1","UEFA Euro","Porto","Portugal","TRUE"
"2004-06-16","Canada","Belize","4","0","FIFA World Cup qualification","Kingston","Canada","FALSE"
"2004-06-16","Greece","Spain","1","1","UEFA Euro","Porto","Portugal","TRUE"
"2004-06-16","Portugal","Russia","2","0","UEFA Euro","Lisbon","Portugal","FALSE"
"2004-06-17","Croatia","France","2","2","UEFA Euro","Leiria","Portugal","TRUE"
"2004-06-17","England","Switzerland","3","0","UEFA Euro","Coimbra","Portugal","TRUE"
"2004-06-17","Iran","Lebanon","4","0","WAFF Championship","Tehran","Iran","FALSE"
"2004-06-17","Palestine","Jordan","1","1","WAFF Championship","Tehran","Iran","TRUE"
"2004-06-18","Bulgaria","Denmark","0","2","UEFA Euro","Braga","Portugal","TRUE"
"2004-06-18","Italy","Sweden","1","1","UEFA Euro","Porto","Portugal","TRUE"
"2004-06-18","Libya","Cameroon","0","0","FIFA World Cup qualification","Misrata","Libya","FALSE"
"2004-06-19","Botswana","Malawi","2","0","FIFA World Cup qualification","Gaborone","Botswana","FALSE"
