"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral"
"2008-09-06","Romania","Lithuania","0","3","FIFA World Cup qualification","Cluj","Romania","FALSE"
"2008-09-06","Saudi Arabia","Iran","1","1","FIFA World Cup qualification","Riyadh","Saudi Arabia","FALSE"
"2008-09-06","Serbia","Faroe Islands","2","0","FIFA World Cup qualification","Belgrade","Serbia","FALSE"
"2008-09-06","Seychelles","Burundi","1","2","FIFA World Cup qualification","Victoria","Seychelles","FALSE"
"2008-09-06","Sierra Leone","Equatorial Guinea","2","1","FIFA World Cup qualification","Freetown","Sierra Leone","FALSE"
"2008-09-06","Slovakia","Northern Ireland","2","1","FIFA World Cup qualification","Bratislava","Slovakia","FALSE"
"2008-09-06","South Africa","Nigeria","0","1","FIFA World Cup qualification","Port Elizabeth","South Africa","FALSE"
"2008-09-06","Spain","Bosnia and Herzegovina","1","0","FIFA World Cup qualification","Murcia","Spain","FALSE"
"2008-09-06","Sudan","Chad","1","2","FIFA World Cup qualification","Cairo","Egypt","TRUE"
"2008-09-06","Trinidad and Tobago","Guatemala","1","1","FIFA World Cup qualification","Port of Spain","Trinidad and Tobago","FALSE"
"2008-09-06","Ukraine","Belarus","1","0","FIFA World Cup qualification","Lviv","Ukraine","FALSE"
"2008-09-06","United Arab Emirates","North Korea","1","2","FIFA World Cup qualification","Abu Dhabi","United Arab Emirates","FALSE"
"2008-09-06","Wales","Azerbaijan","1","0","FIFA World Cup qualification","Cardiff","Wales","FALSE"
"2008-09-06","Canada","Honduras","1","2","FIFA World Cup qualification","Montreal","Canada","FALSE"
"2008-09-06","Costa Rica","Suriname","7","0","FIFA World Cup qualification","San José","Costa Rica","FALSE"
"2008-09-06","El Salvador","Haiti","5","0","FIFA World Cup qualification","San Salvador","El Salvador","FALSE"
"2008-09-06","Mexico","Jamaica","3","0","FIFA World Cup qualification","Mexico City","Mexico","FALSE"
"2008-09-07","Benin","Angola","3","2","FIFA World Cup qualification","Cotonou","Benin","FALSE"
"2008-09-07","Chile","Brazil","0","3","FIFA World Cup qualification","Santiago","Chile","FALSE"
"2008-09-07","Congo","Mali","1","0","FIFA World Cup qualification","Brazzaville","Congo","FALSE"
"2008-09-07","DR Congo","Egypt","0","1","FIFA World Cup qualification","Kinshasa","DR Congo","FALSE"
"2008-09-07","Lesotho","Gabon","0","3","FIFA World Cup qualification","Bloemfontein","South Africa","TRUE"
"2008-09-07","Madagascar","Botswana","1","0","FIFA World Cup qualification","Antananarivo","Madagascar","FALSE"
"2008-09-07","Mozambique","Ivory Coast","1","1","FIFA World Cup qualification","Maputo","Mozambique","FALSE"
"2008-09-07","Niger","Uganda","3","1","FIFA World Cup qualification","Niamey","Niger","FALSE"
"2008-09-07","Zimbabwe","Guinea","0","0","FIFA World Cup qualification","Harare","Zimbabwe","FALSE"
"2008-09-09","Paraguay","Venezuela","2","0","FIFA World Cup qualification","Asunción","Paraguay","FALSE"
"2008-09-09","South Africa","Guinea","0","1","Friendly","Atteridgeville","South Africa","FALSE"
"2008-09-10","Albania","Malta","3","0","FIFA World Cup qualification","Tirana","Albania","FALSE"
"2008-09-10","Andorra","Belarus","1","3","FIFA World Cup qualification","Sant Julià de Lòria","Andorra","FALSE"
"2008-09-10","Azerbaijan","Liechtenstein","0","0","FIFA World Cup qualification","Baku","Azerbaijan","FALSE"
"2008-09-10","Bosnia and Herzegovina","Estonia","7","0","FIFA World Cup qualification","Zenica","Bosnia and Herzegovina","FALSE"
"2008-09-10","Brazil","Bolivia","0","0","FIFA World Cup qualification","Rio de Janeiro","Brazil","FALSE"
"2008-09-10","Chad","Sudan","1","3","FIFA World Cup qualification","Cairo","Egypt","TRUE"
"2008-09-10","Chile","Colombia","4","0","FIFA World Cup qualification","Santiago","Chile","FALSE"
"2008-09-10","Croatia","England","1","4","FIFA World Cup qualification","Zagreb","Croatia","FALSE"
"2008-09-10","Faroe Islands","Romania","0","1","FIFA World Cup qualification","Tórshavn","Faroe Islands","FALSE"
"2008-09-10","Finland","Germany","3","3","FIFA World Cup qualification","Helsinki","Finland","FALSE"
"2008-09-10","France","Serbia","2","1","FIFA World Cup qualification","Saint-Denis","France","FALSE"
"2008-09-10","Guatemala","Cuba","4","1","FIFA World Cup qualification","Guatemala","Guatemala","FALSE"
"2008-09-10","Haiti","Costa Rica","1","3","FIFA World Cup qualification","Port-au-Prince","Haiti","FALSE"
"2008-09-10","Honduras","Jamaica","2","0","FIFA World Cup qualification","San Pedro Sula","Honduras","FALSE"
"2008-09-10","Iceland","Scotland","1","2","FIFA World Cup qualification","Reykjavík","Iceland","FALSE"
"2008-09-10","Italy","Georgia","2","0","FIFA World Cup qualification","Udine","Italy","FALSE"
"2008-09-10","Kazakhstan","Ukraine","1","3","FIFA World Cup qualification","Almaty","Kazakhstan","FALSE"
"2008-09-10","North Korea","South Korea","1","1","FIFA World Cup qualification","Shanghai","China PR","TRUE"
