"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral"
"1991-09-22","Mauritius","Tunisia","0","3","Friendly","Alexandria","Egypt","TRUE"
"1991-09-23","Egypt","Zimbabwe","2","3","Friendly","Ismaila","Egypt","FALSE"
"1991-09-23","Nigeria","Uganda","8","1","Friendly","Ismaila","Egypt","TRUE"
"1991-09-24","Cameroon","Tunisia","0","1","Friendly","Alexandria","Egypt","TRUE"
"1991-09-24","Mali","Mauritius","5","0","Friendly","Alexandria","Egypt","TRUE"
"1991-09-25","Bulgaria","Italy","2","1","Friendly","Sofia","Bulgaria","FALSE"
"1991-09-25","Egypt","Uganda","1","0","Friendly","Ismaila","Egypt","FALSE"
"1991-09-25","Faroe Islands","Denmark","0","4","UEFA Euro qualification","Landskrona","Sweden","TRUE"
"1991-09-25","Iceland","Spain","2","0","UEFA Euro qualification","Reykjavík","Iceland","FALSE"
"1991-09-25","Nigeria","Zimbabwe","1","0","Friendly","Ismaila","Egypt","TRUE"
"1991-09-25","Norway","Czechoslovakia","2","3","Friendly","Oslo","Norway","FALSE"
"1991-09-25","Russia","Hungary","2","2","UEFA Euro qualification","Moscow","Soviet Union","FALSE"
"1991-09-26","Cameroon","Mauritius","1","0","Friendly","Alexandria","Egypt","TRUE"
"1991-09-26","Mali","Tunisia","0","0","Friendly","Alexandria","Egypt","TRUE"
"1991-09-28","Cameroon","Nigeria","1","0","Friendly","Ismaila","Egypt","TRUE"
"1991-09-28","Egypt","Mali","0","0","Friendly","Ismaila","Egypt","FALSE"
"1991-09-28","Mauritius","Uganda","3","0","Friendly","Alexandria","Egypt","TRUE"
"1991-09-28","Tunisia","Zimbabwe","3","1","Friendly","Alexandria","Egypt","TRUE"
"1991-09-30","Botswana","Ghana","0","0","Friendly","Gaborone","Botswana","FALSE"
"1991-09-30","Cameroon","Tunisia","1","0","Friendly","Cairo","Egypt","TRUE"
"1991-09-30","Nigeria","Zimbabwe","3","0","Friendly","Cairo","Egypt","TRUE"
"1991-10-05","Singapore","Indonesia","2","0","Friendly","Singapore","Singapore","FALSE"
"1991-10-09","Austria","Denmark","0","3","UEFA Euro qualification","Vienna","Austria","FALSE"
"1991-10-09","Finland","Greece","1","1","UEFA Euro qualification","Helsinki","Finland","FALSE"
"1991-10-09","Hungary","Belgium","0","2","Friendly","Székesfehérvár","Hungary","FALSE"
"1991-10-09","Switzerland","Sweden","3","1","Friendly","Lucerne","Switzerland","FALSE"
"1991-10-12","Luxembourg","Portugal","1","1","Friendly","Luxembourg","Luxembourg","FALSE"
"1991-10-12","Russia","Italy","0","0","UEFA Euro qualification","Moscow","Soviet Union","FALSE"
"1991-10-12","Spain","France","1","2","UEFA Euro qualification","Seville","Spain","FALSE"
"1991-10-13","Algeria","Iran","1","0","Friendly","Algiers","Algeria","FALSE"
"1991-10-16","Bulgaria","San Marino","4","0","UEFA Euro qualification","Sofia","Bulgaria","FALSE"
"1991-10-16","Cyprus","Iceland","1","1","Friendly","Larnaca","Cyprus","FALSE"
"1991-10-16","Czechoslovakia","Albania","2","1","UEFA Euro qualification","Olomouc","Czechoslovakia","FALSE"
"1991-10-16","England","Turkey","1","0","UEFA Euro qualification","London","England","FALSE"
"1991-10-16","Faroe Islands","Yugoslavia","0","2","UEFA Euro qualification","Landskrona","Sweden","TRUE"
"1991-10-16","Germany","Wales","4","1","UEFA Euro qualification","Nuremberg","Germany","FALSE"
"1991-10-16","Netherlands","Portugal","1","0","UEFA Euro qualification","Rotterdam","Netherlands","FALSE"
"1991-10-16","Northern Ireland","Austria","2","1","UEFA Euro qualification","Belfast","Northern Ireland","FALSE"
"1991-10-16","Poland","Republic of Ireland","3","3","UEFA Euro qualification","Poznań","Poland","FALSE"
"1991-10-16","Romania","Scotland","1","0","UEFA Euro qualification","Bucharest","Romania","FALSE"
