"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral"
"1979-02-18","Tunisia","Poland","0","2","Friendly","Tunis","Tunisia","FALSE"
"1979-02-18","Mauritania","Morocco","2","2","African Cup of Nations qualification","Nouakchott","Mauritania","FALSE"
"1979-02-24","Italy","Netherlands","3","0","Friendly","Milan","Italy","FALSE"
"1979-02-25","France","Luxembourg","3","0","UEFA Euro qualification","Paris","France","FALSE"
"1979-02-25","Malta","Germany","0","0","UEFA Euro qualification","Gżira","Malta","FALSE"
"1979-02-28","Bulgaria","German DR","1","0","Friendly","Burgas","Bulgaria","FALSE"
"1979-02-28","Turkey","Algeria","0","1","Friendly","Bursa","Turkey","FALSE"
"1979-03-03","Barbados","Trinidad and Tobago","2","2","Friendly","Bridgetown","Barbados","FALSE"
"1979-03-04","Japan","South Korea","2","1","Friendly","Tokyo","Japan","FALSE"
"1979-03-05","Bangladesh","Afghanistan","3","2","AFC Asian Cup qualification","Dhaka","Bangladesh","FALSE"
"1979-03-07","Bangladesh","Qatar","1","3","AFC Asian Cup qualification","Dhaka","Bangladesh","FALSE"
"1979-03-10","Senegal","Mali","2","1","Friendly","Dakar","Senegal","FALSE"
"1979-03-14","Czechoslovakia","Spain","1","0","Friendly","Bratislava","Czechoslovakia","FALSE"
"1979-03-16","Martinique","Trinidad and Tobago","0","0","Friendly","Bridgetown","Barbados","TRUE"
"1979-03-18","Turkey","Malta","2","1","UEFA Euro qualification","İzmir","Turkey","FALSE"
"1979-03-21","Romania","Greece","3","0","Friendly","Bucharest","Romania","FALSE"
"1979-03-23","Iraq","Bahrain","4","0","Gulf Cup","Baghdad","Iraq","FALSE"
"1979-03-24","Kuwait","Qatar","3","1","Gulf Cup","Baghdad","Iraq","TRUE"
"1979-03-24","Saudi Arabia","United Arab Emirates","2","1","Gulf Cup","Baghdad","Iraq","TRUE"
"1979-03-25","Mali","Senegal","2","1","Friendly","Bamako","Mali","FALSE"
"1979-03-27","Iraq","Qatar","2","0","Gulf Cup","Baghdad","Iraq","FALSE"
"1979-03-27","Bahrain","United Arab Emirates","3","0","Gulf Cup","Baghdad","Iraq","TRUE"
"1979-03-28","Belgium","Austria","1","1","UEFA Euro qualification","Brussels","Belgium","FALSE"
"1979-03-28","Hungary","German DR","3","0","Friendly","Budapest","Hungary","FALSE"
"1979-03-28","Netherlands","Switzerland","3","0","UEFA Euro qualification","Eindhoven","Netherlands","FALSE"
"1979-03-28","Russia","Bulgaria","3","1","Friendly","Simferopol","Soviet Union","FALSE"
"1979-03-28","Saudi Arabia","Oman","4","0","Gulf Cup","Baghdad","Iraq","TRUE"
"1979-03-29","Qatar","United Arab Emirates","1","0","Gulf Cup","Baghdad","Iraq","TRUE"
"1979-03-30","Bahrain","Oman","3","1","Gulf Cup","Baghdad","Iraq","TRUE"
"1979-03-30","Iraq","Kuwait","3","1","Gulf Cup","Baghdad","Iraq","FALSE"
"1979-04-01","Cyprus","Yugoslavia","0","3","UEFA Euro qualification","Nicosia","Cyprus","FALSE"
