"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral"
"1998-10-19","United Arab Emirates","Syria","1","0","United Arab Emirates Friendship Tournament","Abu Dhabi","United Arab Emirates","FALSE"
"1998-10-21","Oman","Burkina Faso","0","0","Friendly","Muscat","Oman","FALSE"
"1998-10-21","Sudan","Syria","2","3","United Arab Emirates Friendship Tournament","Abu Dhabi","United Arab Emirates","TRUE"
"1998-10-21","United Arab Emirates","Lebanon","1","0","United Arab Emirates Friendship Tournament","Abu Dhabi","United Arab Emirates","FALSE"
"1998-10-23","Bahrain","Burkina Faso","2","1","Friendly","Manama","Bahrain","FALSE"
"1998-10-28","Japan","Egypt","1","0","Friendly","Osaka","Japan","FALSE"
"1998-10-30","Bahrain","United Arab Emirates","0","1","Gulf Cup","Manama","Bahrain","FALSE"
"1998-10-31","Kuwait","Saudi Arabia","1","2","Gulf Cup","Manama","Bahrain","TRUE"
"1998-10-31","Oman","Qatar","2","1","Gulf Cup","Manama","Bahrain","TRUE"
"1998-11-02","Bahrain","Saudi Arabia","1","1","Gulf Cup","Manama","Bahrain","FALSE"
"1998-11-02","Kuwait","Qatar","6","2","Gulf Cup","Manama","Bahrain","TRUE"
"1998-11-03","United Arab Emirates","Oman","3","2","Gulf Cup","Manama","Bahrain","TRUE"
"1998-11-04","Bulgaria","Algeria","0","0","Friendly","Sofia","Bulgaria","FALSE"
"1998-11-05","Oman","Saudi Arabia","0","1","Gulf Cup","Manama","Bahrain","TRUE"
"1998-11-05","Qatar","United Arab Emirates","0","0","Gulf Cup","Manama","Bahrain","TRUE"
"1998-11-06","Bahrain","Kuwait","0","2","Gulf Cup","Manama","Bahrain","FALSE"
"1998-11-06","United States","Australia","0","0","Friendly","San Jose","United States","FALSE"
"1998-11-07","Tunisia","Zimbabwe","1","1","Friendly","Tunis","Tunisia","FALSE"
"1998-11-08","Bahrain","Qatar","0","0","Gulf Cup","Manama","Bahrain","FALSE"
"1998-11-08","Saudi Arabia","United Arab Emirates","1","0","Gulf Cup","Manama","Bahrain","TRUE"
"1998-11-09","Oman","Kuwait","0","5","Gulf Cup","Manama","Bahrain","TRUE"
"1998-11-10","Slovakia","Poland","1","3","Friendly","Bratislava","Slovakia","FALSE"
"1998-11-10","Tunisia","Latvia","3","0","Friendly","Tunis","Tunisia","FALSE"
"1998-11-11","Qatar","Saudi Arabia","0","0","Gulf Cup","Manama","Bahrain","TRUE"
"1998-11-12","Bahrain","Oman","2","2","Gulf Cup","Manama","Bahrain","FALSE"
"1998-11-12","United Arab Emirates","Kuwait","1","4","Gulf Cup","Manama","Bahrain","TRUE"
"1998-11-15","Sri Lanka","Maldives","2","2","Friendly","Colombo","Sri Lanka","FALSE"
"1998-11-16","India","Uzbekistan","0","0","Friendly","New Delhi","India","FALSE"
"1998-11-17","El Salvador","Mexico","0","2","Friendly","Los Angeles","United States","TRUE"
"1998-11-17","Guatemala","Honduras","3","3","Friendly","Los Angeles","United States","TRUE"
"1998-11-18","Albania","Greece","0","0","UEFA Euro qualification","Tirana","Albania","FALSE"
"1998-11-18","Brazil","Russia","5","1","Friendly","Fortaleza","Brazil","FALSE"
"1998-11-18","Egypt","Norway","1","1","Friendly","Cairo","Egypt","FALSE"
"1998-11-18","El Salvador","Honduras","1","2","Friendly","Los Angeles","United States","TRUE"
"1998-11-18","England","Czech Republic","2","0","Friendly","London","England","FALSE"
"1998-11-18","Georgia","Estonia","3","1","Friendly","Tbilisi","Georgia","FALSE"
"1998-11-18","Germany","Netherlands","1","1","Friendly","Gelsenkirchen","Germany","FALSE"
"1998-11-18","Guatemala","Mexico","2","2","Friendly","Los Angeles","United States","TRUE"
"1998-11-18","Hungary","Switzerland","2","0","Friendly","Budapest","Hungary","FALSE"
"1998-11-18","Italy","Spain","2","2","Friendly","Salerno","Italy","FALSE"
"1998-11-18","Luxembourg","Belgium","0","0","Friendly","Luxembourg","Luxembourg","FALSE"
"1998-11-18","Malta","North Macedonia","1","2","UEFA Euro qualification","Attard","Malta","FALSE"
"1998-11-18","Northern Ireland","Moldova","2","2","UEFA Euro qualification","Belfast","Northern Ireland","FALSE"
"1998-11-18","Portugal","Israel","2","0","Friendly","Setúbal","Portugal","FALSE"
"1998-11-18","San Marino","Cyprus","0","1","UEFA Euro qualification","Serravalle","San Marino","FALSE"
"1998-11-18","Serbia","Republic of Ireland","1","0","UEFA Euro qualification","Belgrade","Yugoslavia","FALSE"
"1998-11-19","Hong Kong","Vietnam","1","1","Friendly","Victoria","Hong Kong","FALSE"
"1998-11-19","India","Uzbekistan","0","4","Friendly","Calcutta","India","FALSE"
"1998-11-21","Armenia","Estonia","2","1","Friendly","Abovyan","Armenia","FALSE"
"1998-11-21","Thailand","Turkmenistan","3","3","Friendly","Bangkok","Thailand","FALSE"
"1998-11-21","Guernsey","Kernow","1","6","Friendly","St. Sampson","Guernsey","FALSE"
"1998-11-22","China PR","South Korea","0","0","Friendly","Shanghai","China PR","FALSE"
"1998-11-25","Singapore","United Arab Emirates","0","4","Friendly","Singapore","Singapore","FALSE"
"1998-11-27","Thailand","Nepal","2","0","Friendly","Bangkok","Thailand","FALSE"
"1998-11-28","Azerbaijan","Estonia","2","1","Friendly","Gəncə","Azerbaijan","FALSE"
"1998-12-02","United Arab Emirates","North Korea","3","3","Friendly","Songkhla","Thailand","TRUE"
"1998-12-03","Mali","Ghana","0","2","Friendly","Bamako","Mali","FALSE"
"1998-12-06","British Virgin Islands","Saint Vincent and the Grenadines","0","5","Friendly","Road Town","British Virgin Islands","FALSE"
"1998-12-13","Burundi","Senegal","1","0","African Cup of Nations qualification","Bujumbura","Burundi","FALSE"
"1998-12-16","South Africa","Egypt","2","1","Friendly","Johannesburg","South Africa","FALSE"
"1998-12-22","Basque Country","Uruguay","5","1","Friendly","San Sebastián","Spain","FALSE"
"1998-12-22","Catalonia","Nigeria","5","0","Friendly","Barcelona","Spain","FALSE"
"1998-12-22","Canary Islands","Latvia","4","0","Friendly","Las Palmas","Spain","FALSE"
"1998-12-23","Israel","Serbia","2","0","Friendly","Ramat-Gan","Israel","FALSE"
"1998-12-27","Kuwait","Egypt","1","1","Friendly","Kuwait City","Kuwait","FALSE"
"1999-01-03","Ivory Coast","Togo","3","1","Friendly","Abidjan","Ivory Coast","FALSE"
"1999-01-04","Burkina Faso","Gabon","2","1","Friendly","Ouagadougou","Burkina Faso","FALSE"
"1999-01-10","Burkina Faso","Mali","1","0","Friendly","Ouagadougou","Burkina Faso","FALSE"
"1999-01-10","Senegal","Guinea","1","0","Friendly","Dakar","Senegal","FALSE"
"1999-01-12","Bermuda","Antigua and Barbuda","1","0","Friendly","Hamilton","Bermuda","FALSE"
"1999-01-13","Senegal","Guinea","1","0","Friendly","Dakar","Senegal","FALSE"
"1999-01-14","Bermuda","Antigua and Barbuda","0","1","Friendly","Hamilton","Bermuda","FALSE"
"1999-01-15","Burkina Faso","Mali","4","1","Friendly","Ouagadougou","Burkina Faso","FALSE"
"1999-01-18","Israel","Estonia","7","0","Friendly","Ramat-Gan","Israel","FALSE"
"1999-01-20","France","Morocco","1","0","Friendly","Marseille","France","FALSE"
"1999-01-20","Israel","Norway","0","1","Friendly","Ramat-Gan","Israel","FALSE"
"1999-01-22","Estonia","Norway","3","3","Friendly","Umm al-Fahm","Israel","TRUE"
"1999-01-23","Eritrea","Cameroon","0","0","African Cup of Nations qualification","Asmara","Eritrea","FALSE"
"1999-01-23","Mauritius","South Africa","1","1","African Cup of Nations qualification","Curepipe","Mauritius","FALSE"
"1999-01-23","Nigeria","Burundi","2","0","African Cup of Nations qualification","Abeokuta","Nigeria","FALSE"
"1999-01-23","Senegal","Burkina Faso","1","1","African Cup of Nations qualification","Dakar","Senegal","FALSE"
"1999-01-23","Zimbabwe","Malawi","3","0","Friendly","Bulawayo","Zimbabwe","FALSE"
"1999-01-24","Angola","Gabon","3","1","African Cup of Nations qualification","Luanda","Angola","FALSE"
"1999-01-24","Bolivia","United States","0","0","Friendly","Santa Cruz","Bolivia","FALSE"
"1999-01-24","Congo","Mali","0","0","African Cup of Nations qualification","Pointe-Noire","Congo","FALSE"
"1999-01-24","DR Congo","Kenya","2","1","African Cup of Nations qualification","Kinshasa","DR Congo","FALSE"
"1999-01-24","Ghana","Mozambique","1","0","African Cup of Nations qualification","Accra","Ghana","FALSE"
"1999-01-24","Guinea","Morocco","1","1","African Cup of Nations qualification","Conakry","Guinea","FALSE"
"1999-01-24","Ivory Coast","Namibia","3","0","African Cup of Nations qualification","Abidjan","Ivory Coast","FALSE"
"1999-01-24","Liberia","Uganda","2","0","African Cup of Nations qualification","Monrovia","Liberia","FALSE"
"1999-01-24","Madagascar","Zambia","1","2","African Cup of Nations qualification","Antananarivo","Madagascar","FALSE"
"1999-01-24","Zimbabwe","Malawi","1","0","Friendly","Harare","Zimbabwe","FALSE"
"1999-01-27","Malta","Bosnia and Herzegovina","2","1","Friendly","Attard","Malta","FALSE"
"1999-01-28","Costa Rica","Ecuador","0","0","Friendly","Alajuela","Costa Rica","FALSE"
"1999-01-29","Vietnam","Singapore","1","0","Friendly","Ho Chi Minh City","Vietnam","FALSE"
"1999-01-31","Ethiopia","Kenya","2","2","Friendly","Addis Ababa","Ethiopia","FALSE"
"1999-02-03","Cyprus","Belgium","0","1","Cyprus International Tournament","Limassol","Cyprus","FALSE"
"1999-02-03","Greece","Finland","2","1","Cyprus International Tournament","Larnaca","Cyprus","TRUE"
