"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral"
"2016-11-15","United Arab Emirates","Iraq","2","0","FIFA World Cup qualification","Abu Dhabi","United Arab Emirates","FALSE"
"2016-11-19","Philippines","Singapore","0","0","AFF Championship","Bocaue","Philippines","FALSE"
"2016-11-19","Saint Kitts and Nevis","Estonia","1","1","Friendly","Basseterre","Saint Kitts and Nevis","FALSE"
"2016-11-19","Thailand","Indonesia","4","2","AFF Championship","Bocaue","Philippines","TRUE"
"2016-11-20","Myanmar","Vietnam","1","2","AFF Championship","Yangon","Myanmar","FALSE"
"2016-11-20","Malaysia","Cambodia","3","2","AFF Championship","Yangon","Myanmar","TRUE"
"2016-11-22","Antigua and Barbuda","Estonia","0","1","Friendly","St. John's","Antigua and Barbuda","FALSE"
"2016-11-22","Philippines","Indonesia","2","2","AFF Championship","Bocaue","Philippines","FALSE"
"2016-11-22","Thailand","Singapore","1","0","AFF Championship","Bocaue","Philippines","TRUE"
"2016-11-23","Myanmar","Cambodia","3","1","AFF Championship","Yangon","Myanmar","FALSE"
"2016-11-23","Malaysia","Vietnam","0","1","AFF Championship","Yangon","Myanmar","TRUE"
"2016-11-25","Philippines","Thailand","0","1","AFF Championship","Bocaue","Philippines","FALSE"
"2016-11-25","Singapore","Indonesia","1","2","AFF Championship","Manila","Philippines","TRUE"
"2016-11-26","Myanmar","Malaysia","1","0","AFF Championship","Yangon","Myanmar","FALSE"
"2016-11-26","Vietnam","Cambodia","2","1","AFF Championship","Naypyidaw","Myanmar","TRUE"
"2016-12-03","Indonesia","Vietnam","2","1","AFF Championship","Bogor","Indonesia","FALSE"
"2016-12-04","Myanmar","Thailand","0","2","AFF Championship","Yangon","Myanmar","FALSE"
"2016-12-07","Vietnam","Indonesia","2","2","AFF Championship","Hanoi","Vietnam","FALSE"
"2016-12-08","Thailand","Myanmar","4","0","AFF Championship","Bangkok","Thailand","FALSE"
"2016-12-14","Indonesia","Thailand","2","1","AFF Championship","Bogor","Indonesia","FALSE"
"2016-12-17","Thailand","Indonesia","2","0","AFF Championship","Bangkok","Thailand","FALSE"
"2016-12-26","Ivory Coast","Zimbabwe","0","0","Friendly","Abidjan","Ivory Coast","FALSE"
"2016-12-27","Nicaragua","Trinidad and Tobago","2","1","Friendly","Managua","Nicaragua","FALSE"
"2016-12-28","Catalonia","Tunisia","3","3","Friendly","Girona","Spain","FALSE"
"2016-12-30","Nicaragua","Trinidad and Tobago","1","3","Friendly","Managua","Nicaragua","FALSE"
"2016-12-30","Basque Country","Tunisia","3","1","Friendly","Bilbao","Spain","FALSE"
"2017-01-04","Trinidad and Tobago","Suriname","1","2","CFU Caribbean Cup qualification","Couva","Trinidad and Tobago","FALSE"
"2017-01-04","Tunisia","Uganda","2","0","Friendly","Tunis","Tunisia","FALSE"
"2017-01-05","Cameroon","DR Congo","2","0","Friendly","Yaoundé","Cameroon","FALSE"
"2017-01-06","Suriname","Haiti","2","4","CFU Caribbean Cup qualification","Couva","Trinidad and Tobago","TRUE"
"2017-01-07","Algeria","Mauritania","3","1","Friendly","Blida","Algeria","FALSE"
"2017-01-07","Burkina Faso","Mali","2","1","Friendly","Marrakech","Morocco","TRUE"
"2017-01-08","Egypt","Tunisia","1","0","Friendly","Cairo","Egypt","FALSE"
"2017-01-08","Ivory Coast","Sweden","2","1","Friendly","Abu Dhabi","United Arab Emirates","TRUE"
"2017-01-08","Libya","Senegal","1","2","Friendly","Brazzaville","Congo","TRUE"
"2017-01-08","Trinidad and Tobago","Haiti","3","4","CFU Caribbean Cup qualification","Couva","Trinidad and Tobago","FALSE"
"2017-01-09","Morocco","Finland","0","1","Friendly","Al Ain","United Arab Emirates","TRUE"
"2017-01-10","Algeria","Mauritania","6","0","Friendly","Sidi Moussa","Algeria","FALSE"
"2017-01-10","Cameroon","Zimbabwe","1","1","Friendly","Yaoundé","Cameroon","FALSE"
"2017-01-10","China PR","Iceland","0","2","Friendly","Nanning","China PR","FALSE"
"2017-01-11","Chile","Croatia","1","1","Friendly","Nanning","China PR","TRUE"
"2017-01-11","Congo","Senegal","0","2","Friendly","Brazzaville","Congo","FALSE"
"2017-01-11","Ivory Coast","Uganda","3","0","Friendly","Abu Dhabi","United Arab Emirates","TRUE"
"2017-01-13","Honduras","Nicaragua","2","1","UNCAF Cup","Panama City","Panama","TRUE"
"2017-01-14","Burkina Faso","Cameroon","1","1","African Cup of Nations","Libreville","Gabon","TRUE"
"2017-01-14","Cambodia","Saudi Arabia","2","7","Friendly","Abu Dhabi","United Arab Emirates","TRUE"
"2017-01-14","China PR","Croatia","1","1","Friendly","Nanning","China PR","FALSE"
"2017-01-14","Gabon","Guinea-Bissau","1","1","African Cup of Nations","Libreville","Gabon","FALSE"
"2017-01-15","Algeria","Zimbabwe","2","2","African Cup of Nations","Franceville","Gabon","TRUE"
"2017-01-15","Belize","Costa Rica","0","3","UNCAF Cup","Panama City","Panama","TRUE"
"2017-01-15","El Salvador","Honduras","1","2","UNCAF Cup","Panama City","Panama","TRUE"
"2017-01-15","Iceland","Chile","0","1","Friendly","Nanning","China PR","TRUE"
"2017-01-15","Tunisia","Senegal","0","2","African Cup of Nations","Franceville","Gabon","TRUE"
"2017-01-16","DR Congo","Morocco","1","0","African Cup of Nations","Oyem","Gabon","TRUE"
"2017-01-16","Ivory Coast","Togo","0","0","African Cup of Nations","Oyem","Gabon","TRUE"
"2017-01-17","El Salvador","Belize","3","1","UNCAF Cup","Panama City","Panama","TRUE"
"2017-01-17","Ghana","Uganda","1","0","African Cup of Nations","Port-Gentil","Gabon","TRUE"
"2017-01-17","Mali","Egypt","0","0","African Cup of Nations","Port-Gentil","Gabon","TRUE"
"2017-01-17","Qatar","Moldova","1","1","Friendly","Doha","Qatar","FALSE"
"2017-01-18","Cameroon","Guinea-Bissau","2","1","African Cup of Nations","Libreville","Gabon","TRUE"
"2017-01-18","Gabon","Burkina Faso","1","1","African Cup of Nations","Libreville","Gabon","FALSE"
"2017-01-19","Algeria","Tunisia","1","2","African Cup of Nations","Franceville","Gabon","TRUE"
"2017-01-19","Senegal","Zimbabwe","2","0","African Cup of Nations","Franceville","Gabon","TRUE"
"2017-01-20","Ivory Coast","DR Congo","2","2","African Cup of Nations","Oyem","Gabon","TRUE"
"2017-01-20","Morocco","Togo","3","1","African Cup of Nations","Oyem","Gabon","TRUE"
"2017-01-20","Nicaragua","Belize","3","1","UNCAF Cup","Panama City","Panama","TRUE"
"2017-01-21","Egypt","Uganda","1","0","African Cup of Nations","Port-Gentil","Gabon","TRUE"
"2017-01-21","Ghana","Mali","1","0","African Cup of Nations","Port-Gentil","Gabon","TRUE"
"2017-01-22","Belize","Honduras","0","1","UNCAF Cup","Panama City","Panama","TRUE"
"2017-01-22","Bermuda","Canada","2","4","Friendly","Hamilton","Bermuda","FALSE"
"2017-01-22","El Salvador","Nicaragua","1","0","UNCAF Cup","Panama City","Panama","TRUE"
"2017-01-22","Gabon","Cameroon","0","0","African Cup of Nations","Libreville","Gabon","FALSE"
"2017-01-22","Guinea-Bissau","Burkina Faso","0","2","African Cup of Nations","Franceville","Gabon","TRUE"
"2017-01-22","Panama","Costa Rica","1","0","UNCAF Cup","Panama City","Panama","FALSE"
"2017-01-23","Senegal","Algeria","2","2","African Cup of Nations","Franceville","Gabon","TRUE"
"2017-01-23","Uzbekistan","Georgia","2","2","Friendly","Dubai","United Arab Emirates","TRUE"
"2017-01-23","Zimbabwe","Tunisia","2","4","African Cup of Nations","Libreville","Gabon","TRUE"
"2017-01-24","Morocco","Ivory Coast","1","0","African Cup of Nations","Oyem","Gabon","TRUE"
"2017-01-24","Togo","DR Congo","1","3","African Cup of Nations","Port-Gentil","Gabon","TRUE"
"2017-01-25","Egypt","Ghana","1","0","African Cup of Nations","Port-Gentil","Gabon","TRUE"
"2017-01-25","Jordan","Georgia","1","0","Friendly","Dubai","United Arab Emirates","TRUE"
"2017-01-25","Uganda","Mali","1","1","African Cup of Nations","Oyem","Gabon","TRUE"
"2017-01-26","Brazil","Colombia","1","0","Friendly","Rio de Janeiro","Brazil","FALSE"
"2017-01-28","Burkina Faso","Tunisia","2","0","African Cup of Nations","Libreville","Gabon","TRUE"
"2017-01-28","Senegal","Cameroon","0","0","African Cup of Nations","Franceville","Gabon","TRUE"
"2017-01-29","DR Congo","Ghana","1","2","African Cup of Nations","Oyem","Gabon","TRUE"
"2017-01-29","Egypt","Morocco","1","0","African Cup of Nations","Port-Gentil","Gabon","TRUE"
"2017-01-29","United States","Serbia","0","0","Friendly","San Diego","United States","FALSE"
"2017-02-01","Burkina Faso","Egypt","1","1","African Cup of Nations","Libreville","Gabon","TRUE"
"2017-02-02","Cameroon","Ghana","2","0","African Cup of Nations","Franceville","Gabon","TRUE"
"2017-02-04","Burkina Faso","Ghana","1","0","African Cup of Nations","Port-Gentil","Gabon","TRUE"
"2017-02-05","Egypt","Cameroon","1","2","African Cup of Nations","Libreville","Gabon","TRUE"
"2017-02-08","Mexico","Iceland","1","0","Friendly","Las Vegas","United States","TRUE"
"2017-02-22","Ecuador","Honduras","3","1","Friendly","Guayaquil","Ecuador","FALSE"
"2017-03-09","Qatar","Azerbaijan","1","2","Friendly","Doha","Qatar","FALSE"
"2017-03-10","Trinidad and Tobago","Barbados","2","0","Friendly","Couva","Trinidad and Tobago","FALSE"
"2017-03-11","Burundi","Djibouti","7","0","Friendly","Bujumbura","Burundi","FALSE"
"2017-03-13","Burundi","Djibouti","1","0","Friendly","Bujumbura","Burundi","FALSE"
"2017-03-16","Honduras","Nicaragua","2","0","Friendly","San Pedro Sula","Honduras","FALSE"
"2017-03-18","Iran","Iraq","0","1","Friendly","Tehran","Iran","FALSE"
